Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.600,1251.865,1.129,196.108,306.303,1428.495,4127.926,4245.223,10931.806,10931.806,0.001
5,5.800,2015.898,0.862,1.469,3287.963,3792.177,3987.570,4093.107,4120.656,4120.656,0.000
10,4.600,1285.800,1.432,217.494,791.712,2561.311,2951.837,3045.382,3258.496,3258.496,0.001
15,12.400,983.675,0.661,175.567,338.830,2311.445,2698.075,3158.226,4084.436,4084.436,0.001
20,8.600,1203.947,1.083,190.101,361.043,827.000,3115.204,3431.298,9527.787,9527.787,0.001
25,6.000,1209.117,0.740,1.352,199.618,2196.021,3622.251,3629.051,8678.802,8678.802,0.001
30,10.800,1054.336,0.615,167.619,298.609,406.675,3740.782,4138.805,11484.253,11484.253,0.001
35,6.000,1089.747,0.744,2.576,326.056,597.461,3870.111,3980.998,4391.629,4391.629,0.001
40,7.800,1855.890,0.594,1.344,355.767,3619.642,4273.187,7380.674,13392.190,13392.190,0.001
45,5.800,1234.783,1.008,108.732,193.762,2965.538,4680.487,5296.877,5300.831,5300.831,0.001
50,3.000,2878.814,1.000,1.903,3797.917,5965.177,6010.567,6087.060,6087.060,6087.060,0.000
55,2.400,244.746,81.913,182.403,271.694,309.736,367.284,368.297,368.297,368.297,0.004
