Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.200,2849.819,2849.819,2849.819,2849.819,2849.819,2849.819,2849.819,2849.819,2849.819,0.000
5,0.400,3660.545,3333.519,3333.519,3987.570,3987.570,3987.570,3987.570,3987.570,3987.570,0.000
10,0.600,3085.238,2951.837,2951.837,3045.382,3258.496,3258.496,3258.496,3258.496,3258.496,0.000
15,0.800,3122.221,2698.075,3158.226,3210.997,3421.585,3421.585,3421.585,3421.585,3421.585,0.000
20,0.200,3116.283,3116.283,3116.283,3116.283,3116.283,3116.283,3116.283,3116.283,3116.283,0.000
25,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
30,0.400,2809.768,2806.943,2806.943,2812.593,2812.593,2812.593,2812.593,2812.593,2812.593,0.000
35,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
40,0.600,3625.528,3430.353,3430.353,3619.642,3826.588,3826.588,3826.588,3826.588,3826.588,0.000
45,0.200,4680.487,4680.487,4680.487,4680.487,4680.487,4680.487,4680.487,4680.487,4680.487,0.000
50,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
55,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
