Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.600,111.113,1.129,1.784,157.153,213.293,225.236,243.695,243.695,243.695,0.009
5,2.200,19.708,0.862,1.110,1.261,4.755,5.682,197.085,197.085,197.085,0.051
10,1.400,107.458,1.432,1.558,93.896,217.494,221.179,221.179,221.179,221.179,0.009
15,5.200,105.923,0.661,1.108,111.745,191.238,214.221,223.516,318.167,318.167,0.009
20,3.000,137.206,1.083,1.849,178.647,221.313,223.490,224.018,224.018,224.018,0.007
25,3.400,67.195,0.740,1.290,1.592,158.733,199.618,216.390,216.390,216.390,0.015
30,4.400,114.402,0.615,1.057,148.250,201.165,221.907,223.468,231.295,231.295,0.009
35,2.400,83.890,0.744,0.946,2.104,212.760,242.744,334.101,334.101,334.101,0.012
40,3.800,125.263,0.594,1.044,1.344,250.403,343.884,355.767,355.767,355.767,0.008
45,3.200,87.534,1.008,1.103,112.664,160.856,193.762,195.594,195.594,195.594,0.011
50,1.200,69.542,1.000,1.191,1.903,186.801,224.989,224.989,224.989,224.989,0.014
55,1.000,157.344,81.913,162.355,173.751,182.403,186.297,186.297,186.297,186.297,0.006
