Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1664.800,3.840,1.192,2.497,3.278,4.339,6.323,7.699,10.713,94.797,0.260
5,684.200,9.611,3.414,7.499,9.400,11.583,13.399,14.424,16.002,20.568,0.104
10,685.800,9.738,1.712,7.499,9.536,11.969,13.865,14.730,16.464,18.798,0.103
15,1056.200,6.185,1.237,2.970,5.430,8.864,11.440,12.885,15.204,31.614,0.162
20,1122.400,5.913,1.162,2.825,4.568,8.239,11.392,13.125,18.237,34.917,0.169
25,973.400,6.712,1.276,2.997,5.770,9.589,12.585,14.561,19.990,39.386,0.149
30,837.600,7.862,1.344,5.195,7.555,10.129,12.519,14.006,20.117,34.735,0.127
35,707.600,9.314,1.429,6.824,9.220,11.815,14.013,15.589,23.244,40.321,0.107
40,619.800,10.547,3.520,8.328,10.346,12.609,14.407,15.305,16.944,21.729,0.095
45,651.200,10.248,3.987,8.115,10.121,12.170,13.897,14.720,16.302,20.859,0.098
50,880.600,7.482,1.172,3.473,7.580,10.612,12.970,14.123,15.948,18.706,0.134
55,704.800,9.095,1.072,6.875,9.358,11.963,13.889,14.735,16.423,19.552,0.110
