Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.600,9.380,5.173,6.750,7.504,10.995,15.660,18.381,21.342,29.392,0.107
5,57.400,23.393,14.423,20.896,23.595,26.138,28.095,28.731,30.872,31.741,0.043
10,55.000,23.435,6.703,21.324,24.478,26.499,28.075,29.300,31.113,32.693,0.043
15,103.200,14.648,5.389,6.900,13.935,21.762,24.978,26.791,28.910,30.749,0.068
20,97.400,13.148,5.608,6.873,8.975,19.812,24.923,26.861,29.366,30.324,0.076
25,86.800,16.664,5.447,7.086,18.569,24.493,27.768,29.521,31.078,32.528,0.060
30,74.800,18.601,5.469,13.236,20.476,23.780,26.168,27.288,29.747,46.830,0.054
35,65.000,22.255,5.201,22.242,24.577,26.691,28.100,28.938,31.459,33.107,0.045
40,55.000,25.321,15.810,23.829,25.357,27.011,28.357,28.808,29.511,31.134,0.039
45,52.400,24.692,14.969,23.036,24.797,26.371,27.808,28.672,30.183,32.129,0.040
50,76.400,17.378,5.407,7.026,20.123,25.214,27.552,28.607,30.833,32.293,0.058
55,68.800,22.201,4.950,21.607,24.669,26.411,27.990,28.937,30.437,32.440,0.045
