Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1619.800,1.077,0.458,0.701,0.847,1.204,1.769,2.088,2.681,55.380,0.928
5,669.600,2.510,1.275,2.122,2.486,2.861,3.193,3.405,3.790,6.432,0.398
10,647.000,2.537,0.657,2.175,2.570,2.922,3.263,3.473,3.902,7.713,0.394
15,958.800,1.626,0.473,0.756,1.597,2.350,2.823,3.092,3.535,5.023,0.615
20,1105.200,1.530,0.463,0.748,1.129,2.274,2.832,3.125,3.669,11.420,0.654
25,919.600,1.774,0.475,0.794,1.718,2.612,3.139,3.417,3.931,5.214,0.564
30,806.000,2.044,0.437,1.438,2.112,2.632,3.062,3.304,3.788,9.156,0.489
35,642.400,2.496,0.488,2.161,2.679,3.058,3.385,3.599,4.095,9.080,0.401
40,604.400,2.808,1.489,2.473,2.777,3.116,3.411,3.626,4.051,7.382,0.356
45,616.400,2.725,1.363,2.400,2.704,3.018,3.335,3.544,3.962,5.559,0.367
50,843.000,2.007,0.482,0.871,2.257,2.796,3.177,3.381,3.822,4.834,0.498
55,692.200,2.436,0.457,2.157,2.629,2.998,3.342,3.537,3.981,6.667,0.410
