Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3495,3495.000,413,894,2001,2855,3493,4998,7274,17926,94797
1,4377,4377.000,314,784,1771,2278,3126,4542,6345,8776,16104
2,3431,3431.000,297,1031,2037,2908,3767,6373,7652,13555,21340
3,4052,4052.000,307,777,1897,2456,3144,5085,7323,11374,23987
4,3337,3337.000,287,906,2078,3001,3781,6812,8509,15157,21791
5,1759,1759.000,772,2090,3861,5654,8281,10906,13278,22765,28923
6,1642,1642.000,762,2241,4092,6081,8928,12118,14022,24449,29867
7,1511,1511.000,763,2503,4215,6617,9865,13027,15493,26173,31741
8,1390,1390.000,952,2725,5767,7164,10552,13701,15367,26625,31013
9,1382,1382.000,1077,2717,5323,7193,10774,13665,15467,27573,29202
10,1402,1402.000,1046,2655,5577,7119,10748,13558,15274,26423,29361
11,1492,1492.000,935,2588,4740,6701,9838,13188,14831,26506,29459
12,1538,1538.000,692,2456,4931,6498,9539,12672,14731,24799,28333
13,1390,1390.000,930,2710,5031,7124,10495,13987,16043,26864,29556
14,1739,1739.000,513,2051,3550,5729,8271,12497,15131,26588,32693
15,1495,1495.000,829,2508,5170,6688,9697,12983,15449,26842,29269
16,1510,1510.000,836,2493,5160,6583,9599,12692,15007,25138,30749
17,1517,1517.000,767,2340,5104,6597,9487,12659,18983,24726,31614
18,3635,3635.000,269,828,1938,2725,3432,6471,7775,12450,21671
19,3375,3375.000,259,852,2099,2966,3577,6828,8864,15579,24740
20,2965,2965.000,227,840,2309,3368,3615,8258,11593,17268,33296
21,3190,3190.000,249,827,2159,3109,3522,7341,9678,18798,28610
22,3413,3413.000,259,911,1957,2933,3874,6529,8001,14074,24658
23,1516,1516.000,752,2421,4001,6572,9368,13552,17832,26903,34917
24,1539,1539.000,769,2534,4154,6487,9525,12473,16945,25359,30324
25,1243,1243.000,1109,3075,5159,8044,11423,15206,24897,30626,39386
26,1444,1444.000,813,2609,4319,6886,9987,13837,18637,26653,30225
27,2828,2828.000,246,899,2347,3508,3866,8306,11318,20790,28907
28,3746,3746.000,258,847,1957,2678,3346,5988,7641,13669,24439
29,1513,1513.000,840,2412,5020,6590,9382,12913,19066,24375,27560
30,1474,1474.000,801,2503,4626,6766,9700,13078,19675,25760,46830
31,2292,2292.000,389,1619,2745,4344,6321,9605,11289,19529,27480
32,1888,1888.000,410,2001,3278,5272,7492,10954,13213,23536,29747
33,2348,2348.000,276,1496,2603,4273,5964,9742,12622,22640,34735
34,1315,1315.000,1138,2914,5297,7581,10946,14314,20538,27389,34629
35,1337,1337.000,941,2766,6089,7497,10693,14184,22827,27050,30472
36,1344,1344.000,936,2835,5751,7384,10580,13976,20548,27601,30811
37,1304,1304.000,1058,2960,6089,7671,10947,14527,20702,27540,33107
38,1418,1418.000,558,2730,5161,7075,9750,13668,19657,27386,32400
39,2280,2280.000,309,1361,2801,4349,5832,10388,12774,24577,40321
40,1453,1453.000,763,2636,5098,6870,10443,13345,15158,25505,29463
41,1446,1446.000,800,2666,4522,6902,10190,13304,15821,26226,28808
42,1274,1274.000,1005,2873,6456,7850,11429,14670,18142,28087,31134
43,1395,1395.000,938,2759,4848,7176,10402,14018,15896,27017,30073
44,1388,1388.000,996,2826,4820,7157,10519,13891,15977,27067,29503
45,1358,1358.000,1025,2845,6096,7353,11064,13985,15672,27116,30264
46,1475,1475.000,1021,2652,4219,6757,10224,12956,14882,26207,29990
47,1455,1455.000,944,2618,4533,6872,10006,13328,15743,25911,28672
48,1476,1476.000,884,2653,5546,6760,10058,12970,14383,24931,28448
49,1394,1394.000,694,2696,5228,7170,10794,13781,16662,27097,32129
50,1679,1679.000,371,2451,3602,5938,8954,11927,13464,24655,27923
51,1631,1631.000,587,2471,4111,6149,9063,12451,14354,25200,28154
52,1437,1437.000,911,2680,5495,6927,10111,13265,15085,26175,28626
53,1368,1368.000,935,2793,4238,7303,10949,14203,16854,28820,32293
54,3710,3710.000,282,764,1899,2686,3263,5957,8218,15520,30283
55,1388,1388.000,1047,2750,6138,7192,10344,13768,15737,27187,30081
56,1379,1379.000,809,2747,4875,7246,10574,14424,19011,28098,32440
57,1434,1434.000,925,2689,5202,6947,10282,13289,15261,25699,30300
58,1413,1413.000,970,2674,4777,7073,10520,13760,17432,25954,27539
59,2320,2320.000,278,1043,2707,4273,5116,11046,13578,25641,31806
