Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3537.400,2.821,0.257,0.838,2.013,3.377,6.174,8.220,14.347,111.683,0.355
5,1525.000,6.537,0.498,2.546,3.955,9.707,12.884,15.149,25.931,50.763,0.153
10,1594.400,6.258,0.408,2.465,3.673,9.256,12.557,14.579,25.208,30.498,0.160
15,1625.600,6.129,0.270,2.497,3.582,9.163,12.602,14.621,25.859,55.800,0.163
20,1847.000,5.404,0.255,2.182,3.067,8.245,11.845,13.977,24.588,45.269,0.185
25,1442.800,6.908,0.539,2.675,4.649,10.119,13.204,15.265,26.264,55.891,0.145
30,1574.400,6.335,0.341,2.486,3.674,9.430,13.108,15.171,26.290,49.375,0.158
35,1432.200,6.964,0.774,2.682,4.486,10.298,13.174,15.369,26.244,60.668,0.144
40,1485.000,6.723,0.748,2.553,4.478,9.925,12.859,15.260,25.633,45.694,0.149
45,1484.200,6.721,0.638,2.625,3.953,9.917,13.179,15.237,26.300,79.947,0.149
50,1535.000,6.503,0.545,2.528,3.894,9.625,12.703,14.560,25.256,55.244,0.154
55,1572.400,6.331,0.399,2.495,3.721,9.283,12.713,14.855,25.881,54.237,0.158
