Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1597.400,4.084,1.114,2.455,3.213,4.305,7.481,9.860,13.940,111.683,0.245
5,682.400,9.558,2.139,7.364,9.457,11.542,13.349,14.265,15.941,20.173,0.105
10,704.800,9.284,2.229,7.163,9.103,11.343,13.195,14.110,15.571,19.274,0.108
15,727.800,9.004,1.435,6.708,8.909,11.420,13.398,14.432,16.046,20.180,0.111
20,828.200,7.880,1.347,4.889,8.093,10.651,12.744,13.865,15.745,18.510,0.127
25,656.000,9.996,3.431,7.933,9.813,11.963,13.573,14.372,15.946,17.978,0.100
30,703.800,9.266,1.725,6.876,9.158,11.765,13.567,14.647,16.244,18.479,0.108
35,647.800,10.136,3.488,8.048,10.028,12.032,13.639,14.479,15.930,18.648,0.099
40,672.000,9.750,3.548,7.705,9.634,11.625,13.287,14.133,15.724,20.350,0.103
45,658.800,9.933,3.093,7.764,9.719,12.040,13.787,14.735,16.385,20.212,0.101
50,682.200,9.609,2.986,7.517,9.413,11.544,13.191,14.028,15.497,20.459,0.104
55,694.400,9.289,2.299,7.125,9.078,11.418,13.283,14.305,15.719,17.384,0.108
