Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1531.600,1.151,0.465,0.699,0.831,1.176,2.101,2.741,3.429,87.199,0.869
5,649.200,2.580,0.866,2.236,2.580,2.944,3.270,3.454,3.913,8.032,0.388
10,697.600,2.485,0.799,2.131,2.504,2.834,3.178,3.386,3.778,7.157,0.402
15,700.600,2.443,0.480,2.074,2.559,2.927,3.259,3.464,3.855,7.947,0.409
20,796.800,2.141,0.423,1.534,2.354,2.761,3.124,3.338,3.728,7.280,0.467
25,616.000,2.693,1.209,2.383,2.684,2.988,3.285,3.462,3.783,7.855,0.371
30,676.200,2.443,0.510,2.036,2.552,2.954,3.271,3.458,3.861,4.584,0.409
35,600.000,2.714,1.511,2.416,2.689,2.992,3.263,3.433,3.812,7.367,0.368
40,630.600,2.586,1.368,2.247,2.561,2.898,3.196,3.352,3.726,8.184,0.387
45,650.400,2.653,1.111,2.325,2.654,2.980,3.277,3.493,3.855,8.656,0.377
50,670.800,2.563,0.953,2.226,2.552,2.889,3.192,3.379,3.739,8.982,0.390
55,685.600,2.490,0.664,2.135,2.529,2.893,3.218,3.378,3.781,5.138,0.402
