Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,137.400,0.728,0.257,0.415,0.549,0.845,1.301,1.567,2.311,12.870,1.373
5,68.400,1.399,0.498,1.182,1.381,1.594,1.860,1.956,2.370,2.791,0.715
10,66.000,1.299,0.408,1.080,1.299,1.519,1.713,1.852,2.130,2.428,0.770
15,65.000,1.273,0.270,1.021,1.308,1.545,1.752,1.842,2.106,2.484,0.785
20,71.600,1.161,0.255,0.819,1.258,1.531,1.742,1.885,2.096,2.682,0.861
25,55.000,1.422,0.539,1.215,1.385,1.626,1.823,1.962,2.139,2.210,0.703
30,62.200,1.269,0.341,1.047,1.240,1.506,1.704,1.901,2.351,2.476,0.788
35,61.800,1.416,0.774,1.224,1.398,1.590,1.743,1.923,2.153,2.270,0.706
40,60.200,1.341,0.748,1.153,1.320,1.517,1.752,1.866,2.060,2.323,0.746
45,60.800,1.364,0.638,1.157,1.352,1.525,1.781,1.965,2.101,2.551,0.733
50,60.400,1.358,0.545,1.134,1.300,1.496,1.714,1.882,2.332,7.136,0.736
55,62.200,1.265,0.399,1.026,1.259,1.520,1.695,1.833,1.991,2.184,0.791
