Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,4384,4384.000,257,740,1643,2285,2925,4349,6778,11391,26784
1,1324,1324.000,1253,2904,4891,7523,11095,14316,15637,28300,31280
2,1355,1355.000,1125,2924,4706,7348,11019,13906,15126,28183,32104
3,1938,1938.000,280,1962,2991,5123,7627,12253,14120,26818,35615
4,1831,1831.000,295,2009,3225,5464,7526,12285,14400,26896,31593
5,3974,3974.000,258,728,1769,2503,2941,5420,8015,13494,28862
6,1368,1368.000,1032,2797,5079,7318,10888,13631,15241,27289,28801
7,1623,1623.000,297,2492,3587,6125,9043,12739,14848,26668,34172
8,1393,1393.000,947,2770,4705,7180,10442,13798,15547,27582,28414
9,1376,1376.000,985,2759,5453,7233,10600,13527,15180,27252,28964
10,2000,2000.000,270,1789,2985,4964,7091,11668,13549,26434,29832
11,1316,1316.000,995,2801,5876,7612,11086,13897,24676,27068,29030
12,1410,1410.000,827,2719,4528,7030,10437,13612,15475,27049,29199
13,1345,1345.000,1100,2790,6317,7442,10975,13688,15181,27241,35636
14,1656,1656.000,591,2467,3679,6005,8928,12369,14253,26256,30521
15,2069,2069.000,247,1631,2894,4813,6940,11536,13270,25548,29294
16,1354,1354.000,1083,2767,6349,7366,10892,13474,15182,26800,28228
17,1495,1495.000,928,2653,3880,6672,9903,12995,14764,26218,28439
18,1450,1450.000,925,2708,4151,6888,10115,13563,15141,26607,31120
19,1328,1328.000,1066,2803,5822,7494,10896,13734,23871,27165,29950
20,2164,2164.000,242,1485,2779,4604,6725,11287,13170,25183,28506
21,1390,1390.000,1104,2710,4810,7160,10613,13180,14759,26910,30608
22,1362,1362.000,1026,2777,5388,7307,10674,13581,15301,27339,29982
23,1404,1404.000,973,2753,4487,7139,10689,13258,15091,27122,29065
24,2506,2506.000,246,1092,2463,3975,5133,10352,12573,24419,27617
25,2126,2126.000,257,1703,2854,4671,6491,11024,13003,25878,28896
26,1363,1363.000,1061,2773,5119,7331,10523,13740,22499,27012,28592
27,1356,1356.000,1023,2784,4735,7327,10954,13858,15830,27698,29267
28,1470,1470.000,934,2707,4085,6784,10277,13102,14499,26555,28773
29,1430,1430.000,896,2728,4537,6964,10303,13187,14838,26615,34296
30,2266,2266.000,255,1445,2720,4398,6252,10722,12831,23908,28169
31,1466,1466.000,605,2655,4090,6798,10268,13264,14957,26631,29788
32,1438,1438.000,1021,2684,4438,6962,10267,13451,15543,26842,31772
33,1415,1415.000,1057,2714,4441,7032,10502,13388,15185,26764,28202
34,1308,1308.000,1191,2770,6717,7645,11208,13528,23141,27225,28424
35,2059,2059.000,258,1686,2821,4813,6931,11506,13707,25963,28876
36,1389,1389.000,942,2725,5414,7193,10699,13550,15108,26806,28773
37,1396,1396.000,996,2762,5027,7151,10393,13326,14736,27045,30480
38,1401,1401.000,1061,2742,4801,7130,10704,13449,15307,26755,28265
39,1371,1371.000,1063,2746,5962,7256,10498,13675,15456,26780,28182
40,1851,1851.000,274,2102,3097,5382,8056,11853,14058,26381,32500
41,1378,1378.000,1154,2752,5268,7253,10647,13626,15203,26881,29660
42,1393,1393.000,1064,2690,4640,7139,10574,13522,15581,26417,35780
43,1415,1415.000,976,2742,5323,7078,10394,13317,14919,26344,28347
44,1396,1396.000,974,2701,4658,7149,10632,13544,15460,26628,28589
45,2023,2023.000,254,1744,2840,4930,7248,11770,13746,25847,28446
46,1431,1431.000,1044,2661,4578,6964,10404,13243,14833,26443,28385
47,1387,1387.000,1004,2690,4931,7186,10538,13383,15975,26815,29058
48,1376,1376.000,1017,2702,6239,7262,10687,13532,15221,26652,28996
49,1404,1404.000,843,2693,5081,7113,10370,13394,15007,26194,28089
50,2113,2113.000,268,1592,2881,4718,6671,11360,13459,25545,29921
51,1331,1331.000,1035,2749,6448,7502,11027,13724,23371,26617,28274
52,1318,1318.000,1043,2826,6735,7575,11089,13715,16008,27211,32635
53,1381,1381.000,1086,2749,5412,7236,10692,13473,14847,26647,28974
54,1391,1391.000,865,2763,4491,7200,10897,13660,15250,26545,29147
55,2102,2102.000,213,1561,2870,4743,6792,11599,13550,25810,29158
56,1392,1392.000,1010,2752,4749,7145,10480,13602,15402,27435,28775
57,1396,1396.000,1027,2723,4631,7165,11038,13599,14824,26803,30082
58,1423,1423.000,960,2682,4299,7010,10302,13411,14956,26868,33702
59,1384,1384.000,972,2691,5505,7198,10839,13300,14793,26895,28306
60,2032,2032.000,227,1865,2818,4860,7241,11283,13312,25702,28275
