Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,90.000,2.936,0.966,1.425,2.533,4.415,4.904,5.193,5.779,5.954,0.341
5,76.800,3.346,0.948,1.581,3.906,4.609,5.079,5.419,6.083,6.521,0.299
10,63.000,4.079,1.157,3.790,4.268,4.692,5.124,5.304,5.522,5.765,0.245
15,63.200,4.155,0.960,3.898,4.369,4.692,5.122,5.407,5.681,6.344,0.241
20,73.600,3.572,1.002,1.906,4.070,4.637,5.068,5.254,5.686,6.288,0.280
25,69.200,4.222,1.135,3.962,4.367,4.741,5.103,5.391,5.733,5.946,0.237
30,63.600,4.031,1.064,3.776,4.271,4.766,5.245,5.457,5.805,6.451,0.248
35,65.000,4.135,1.051,3.853,4.358,4.732,5.127,5.341,5.688,6.302,0.242
40,59.800,4.213,1.058,3.882,4.363,4.785,5.177,5.541,5.886,10.548,0.237
45,63.400,4.103,1.020,3.903,4.373,4.797,5.110,5.335,5.707,5.856,0.244
50,62.000,4.164,0.951,3.916,4.389,4.807,5.119,5.342,5.828,11.334,0.240
55,54.600,4.229,1.145,3.998,4.403,4.837,5.196,5.462,5.748,5.819,0.236
60,16.200,3.415,1.162,1.782,3.842,4.610,5.216,5.681,6.160,6.160,0.293
