Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,971.800,6.714,1.194,2.825,5.711,10.365,13.177,14.288,15.626,22.654,0.149
5,869.800,7.392,0.949,3.030,7.637,10.858,13.139,14.059,15.500,20.923,0.135
10,702.200,9.285,1.375,7.093,9.351,11.900,13.624,14.423,15.698,24.104,0.108
15,687.600,9.357,1.249,7.291,9.531,11.923,13.537,14.232,15.428,20.645,0.107
20,797.000,8.167,1.174,4.575,8.580,11.380,13.131,13.970,15.226,17.032,0.122
25,684.200,9.359,1.216,7.332,9.485,11.982,13.578,14.303,15.589,22.985,0.107
30,712.400,9.115,1.246,6.941,9.275,11.864,13.448,14.279,15.482,16.967,0.110
35,692.200,9.409,1.251,7.372,9.559,11.951,13.620,14.308,15.527,20.590,0.106
40,670.400,9.661,1.320,7.665,9.598,12.087,13.647,14.375,15.487,22.347,0.104
45,684.400,9.398,1.223,7.319,9.568,11.891,13.484,14.235,15.264,18.326,0.106
50,690.800,9.459,1.031,7.357,9.590,12.038,13.660,14.402,15.630,22.865,0.106
55,689.200,9.453,1.212,7.241,9.636,12.077,13.635,14.296,15.515,33.290,0.106
60,181.400,7.091,1.403,3.345,7.080,10.274,12.537,13.393,15.071,15.692,0.141
