Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,930.400,1.803,0.436,0.737,1.508,2.837,3.190,3.373,3.858,10.491,0.555
5,847.400,1.987,0.410,0.781,2.393,2.835,3.148,3.330,3.762,8.875,0.503
10,653.200,2.484,0.471,2.267,2.649,2.945,3.206,3.357,3.759,15.074,0.403
15,664.400,2.522,0.431,2.347,2.666,2.951,3.229,3.379,3.749,8.419,0.396
20,744.400,2.171,0.409,1.099,2.514,2.877,3.144,3.307,3.670,20.095,0.461
25,669.200,2.542,0.449,2.375,2.683,2.956,3.201,3.367,3.702,12.204,0.393
30,673.800,2.430,0.429,2.261,2.614,2.913,3.175,3.343,3.744,5.349,0.412
35,646.600,2.498,0.411,2.315,2.649,2.942,3.194,3.363,3.772,8.951,0.400
40,634.200,2.599,0.454,2.407,2.678,2.947,3.191,3.347,3.751,11.302,0.385
45,649.400,2.502,0.447,2.335,2.628,2.905,3.161,3.311,3.704,9.121,0.400
50,635.400,2.505,0.440,2.357,2.669,2.947,3.200,3.373,3.750,5.057,0.399
55,670.200,2.514,0.435,2.331,2.640,2.932,3.185,3.349,3.710,22.219,0.398
60,175.400,1.927,0.458,0.894,2.209,2.694,3.017,3.198,3.551,8.288,0.519
