Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,87.000,1.085,0.257,0.496,0.892,1.625,1.911,2.158,2.826,3.779,0.922
5,71.400,1.169,0.258,0.497,1.235,1.658,1.953,2.130,3.034,3.215,0.856
10,64.000,1.475,0.270,1.269,1.508,1.754,2.013,2.235,2.924,3.118,0.678
15,60.400,1.448,0.247,1.197,1.479,1.762,2.032,2.150,2.528,3.255,0.691
20,76.000,1.233,0.242,0.649,1.362,1.659,1.903,1.998,2.577,2.687,0.811
25,65.400,1.437,0.257,1.218,1.445,1.698,1.946,2.059,2.673,3.442,0.696
30,63.600,1.409,0.255,1.190,1.467,1.724,1.908,2.111,2.675,2.865,0.710
35,56.400,1.446,0.258,1.227,1.451,1.681,1.886,2.059,3.125,5.486,0.691
40,58.600,1.421,0.274,1.227,1.449,1.693,1.901,2.069,2.600,3.013,0.704
45,59.200,1.411,0.254,1.221,1.421,1.697,1.913,2.124,2.741,3.058,0.709
50,54.400,1.443,0.268,1.238,1.438,1.667,1.875,2.142,3.039,3.755,0.693
55,64.800,1.378,0.213,1.132,1.425,1.666,1.911,2.066,2.611,4.454,0.726
60,17.800,1.033,0.227,0.552,1.029,1.482,1.773,1.917,2.024,2.024,0.968
