Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,113.400,8.014,4.465,6.341,7.281,8.567,10.962,13.489,21.303,26.170,0.125
5,106.200,7.197,4.219,5.887,6.588,7.758,10.096,11.805,13.613,15.990,0.139
10,103.600,7.277,4.170,6.034,6.723,7.824,9.570,11.269,15.281,24.771,0.137
15,117.200,7.319,4.438,6.041,6.722,7.650,9.415,11.027,17.730,35.155,0.137
20,114.400,7.376,4.257,6.082,6.837,8.138,9.790,11.403,14.168,17.215,0.136
25,108.800,7.235,4.336,5.918,6.524,7.704,10.151,11.595,15.905,19.836,0.138
30,108.400,7.557,4.473,5.926,6.608,8.369,11.379,13.370,16.662,18.900,0.132
35,115.000,7.259,4.511,5.997,6.766,7.934,9.482,10.672,13.838,27.878,0.138
40,114.800,7.054,4.578,5.788,6.448,7.706,9.564,10.903,14.068,18.517,0.142
45,116.600,6.806,4.497,5.805,6.409,7.321,8.790,9.927,12.285,16.488,0.147
50,113.200,7.026,3.847,5.819,6.431,7.413,9.964,11.194,13.647,15.067,0.142
55,118.600,6.513,4.421,5.669,6.218,7.096,8.161,8.903,10.264,12.611,0.154
60,20.800,6.494,4.609,5.557,6.006,6.899,7.783,9.446,13.637,17.203,0.154
