Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1152.600,3.580,1.088,2.777,3.316,4.022,5.013,5.987,8.677,22.311,0.279
5,1254.200,3.260,0.931,2.560,3.077,3.718,4.466,5.172,6.685,10.900,0.307
10,1262.000,3.220,0.793,2.545,3.065,3.671,4.387,4.938,6.588,9.650,0.311
15,1237.600,3.238,0.959,2.536,3.057,3.658,4.375,5.046,7.128,12.385,0.309
20,1227.200,3.323,0.939,2.600,3.146,3.800,4.646,5.273,6.853,9.909,0.301
25,1282.600,3.272,0.963,2.554,3.077,3.727,4.520,5.219,7.064,11.354,0.306
30,1219.400,3.364,0.825,2.538,3.088,3.789,4.891,5.823,7.958,10.995,0.297
35,1259.000,3.339,0.856,2.596,3.154,3.815,4.700,5.355,6.897,9.195,0.300
40,1258.800,3.299,0.900,2.555,3.073,3.776,4.605,5.363,7.057,10.022,0.303
45,1277.400,3.287,0.898,2.554,3.103,3.730,4.561,5.273,7.104,12.201,0.304
50,1270.200,3.310,0.883,2.578,3.106,3.774,4.596,5.322,7.140,11.395,0.302
55,1281.800,3.117,0.882,2.503,2.988,3.552,4.172,4.638,5.868,8.150,0.321
60,255.600,3.117,1.050,2.450,2.951,3.496,4.038,4.557,7.284,14.817,0.321
