Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2533,2533.000,330,1442,2408,3923,3637,5981,10104,33008,42560
1,2702,2702.000,262,1423,2301,3685,3531,5501,8466,31588,48434
2,2471,2471.000,228,1428,2416,4033,3885,6221,9727,35655,52130
3,2742,2742.000,238,1435,2312,3655,3569,5507,7911,32832,49089
4,2479,2479.000,219,1425,2399,4013,3616,6589,11914,31581,84474
5,2825,2825.000,232,1378,2189,3554,3354,4969,7862,30718,51486
6,2733,2733.000,227,1407,2199,3639,3363,5300,8545,31286,45687
7,2802,2802.000,232,1404,2201,3568,3336,5012,7655,30896,45393
8,2733,2733.000,200,1390,2238,3644,3382,5009,9127,32432,46372
9,2674,2674.000,231,1423,2283,3756,3484,5764,8793,31501,53534
10,2920,2920.000,261,1381,1953,3398,3168,4315,7178,30075,39500
11,2695,2695.000,247,1395,2170,3735,3506,5539,8356,36047,48456
12,2911,2911.000,214,1388,2049,3400,3229,4404,7099,30839,38860
13,2795,2795.000,213,1427,2155,3581,3454,5138,7795,32513,51827
14,2705,2705.000,237,1401,2276,3672,3372,5406,8524,32412,42912
15,2730,2730.000,242,1398,2201,3647,3366,5061,8268,33144,38942
16,2660,2660.000,218,1420,2301,3787,3432,5977,10074,31442,68092
17,2826,2826.000,247,1387,2234,3566,3351,5068,7580,31583,43031
18,2541,2541.000,206,1423,2304,3876,3605,5919,10065,32309,75188
19,2922,2922.000,236,1396,2121,3418,3181,4574,7337,29604,34121
20,2513,2513.000,239,1432,2386,3964,3740,6177,9324,33539,57687
21,2818,2818.000,193,1399,2007,3530,3313,5042,8009,30584,45656
22,2654,2654.000,205,1432,2329,3785,3526,5448,9258,34217,44484
23,2785,2785.000,201,1382,2039,3595,3294,5157,8426,30635,39204
24,2727,2727.000,216,1416,2288,3629,3521,5146,7875,33015,45794
25,2890,2890.000,203,1411,2151,3462,3313,4977,7644,29442,39900
26,2658,2658.000,202,1408,2291,3773,3522,5662,8805,33097,54748
27,2777,2777.000,246,1401,2207,3583,3347,5598,8350,31160,48969
28,2920,2920.000,229,1404,2121,3422,3299,4914,7338,31540,52174
29,2827,2827.000,215,1400,2137,3534,3356,4702,7903,31853,38259
30,2594,2594.000,193,1433,2233,3860,3744,6193,9071,38612,61442
31,2852,2852.000,239,1391,2095,3485,3278,5002,8202,29994,46200
32,2965,2965.000,194,1388,2104,3383,3246,4885,7012,29701,45980
33,2671,2671.000,204,1393,2099,3731,3435,5674,9504,32923,50998
34,2685,2685.000,218,1412,2208,3708,3388,5798,9449,31119,57381
35,2812,2812.000,189,1417,2333,3546,3548,5363,7253,33092,53530
36,2780,2780.000,196,1416,2153,3611,3517,5474,8074,34523,48399
37,2762,2762.000,215,1425,2227,3608,3566,5498,7619,33759,49650
38,2815,2815.000,203,1388,2081,3546,3190,4832,8239,30914,46946
39,2742,2742.000,193,1401,2195,3662,3407,5323,8348,32753,41605
40,2729,2729.000,230,1426,2240,3648,3466,5398,8361,30968,53422
41,2920,2920.000,175,1387,2089,3414,3183,4495,6965,30330,40447
42,2706,2706.000,196,1401,2165,3692,3477,5765,9128,33591,56050
43,2913,2913.000,181,1422,2203,3446,3461,5164,6886,31457,51506
44,2710,2710.000,225,1408,2201,3703,3426,5587,8965,32424,58844
45,2858,2858.000,208,1394,2144,3453,3317,5129,7304,30205,48169
46,2746,2746.000,198,1417,2323,3641,3467,5478,7931,31985,59147
47,2987,2987.000,197,1379,2002,3356,3139,4387,6924,30124,34748
48,2790,2790.000,213,1400,2224,3566,3457,5381,7785,33186,53917
49,2698,2698.000,204,1428,2353,3695,3660,5468,7920,33569,47079
50,2767,2767.000,206,1411,2323,3643,3552,5506,8034,32520,54102
51,2586,2586.000,215,1413,2321,3836,3575,5719,9591,34015,54111
52,3025,3025.000,200,1405,2180,3326,3223,4407,6643,30384,49327
53,2761,2761.000,201,1405,2252,3588,3489,5450,8007,32581,47613
54,2787,2787.000,203,1399,2077,3590,3331,5112,8159,31038,45572
55,2742,2742.000,208,1411,2158,3655,3384,5116,8161,31635,43632
56,2967,2967.000,189,1372,2021,3360,3168,4397,6691,29747,35325
57,2971,2971.000,175,1386,2030,3352,3138,4722,7066,29657,36737
58,2908,2908.000,183,1397,2125,3459,3300,4959,7268,30897,39166
59,2753,2753.000,201,1410,2257,3622,3410,5046,7978,34095,40531
60,2853,2853.000,191,1398,2015,3445,3177,4690,7373,30451,48530
