Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1744593612.7094622	1744593703.9669447	91.25748252868652	0.0
2	1744593703.9828606	1744593795.1764395	91.19357895851135	0.015915870666503906
3	1744593795.2504575	1744593889.999689	94.74923157691956	0.07401800155639648
4	1744593890.0726852	1744593984.8222418	94.74955654144287	0.07299613952636719
5	1744593984.8390293	1744594078.4344902	93.59546089172363	0.01678752899169922
6	1744594078.4528942	1744594176.1226375	97.66974329948425	0.018404006958007812
7	1744594176.1982174	1744594267.4656532	91.26743578910828	0.07557988166809082
8	1744594267.542981	1744594364.6438444	97.10086345672607	0.07732772827148438
9	1744594366.972976	1744594467.7728841	100.79990816116333	2.329131603240967
10	1744594467.852291	1744594559.4012363	91.54894518852234	0.0794069766998291
11	1744594559.4817617	1744594650.717546	91.23578429222107	0.08052539825439453
12	1744594650.7840047	1744594748.565037	97.78103232383728	0.06645870208740234
13	1744594748.6476645	1744594848.6457546	99.99809002876282	0.08262753486633301
14	1744594848.72497	1744594940.7365892	92.01161909103394	0.07921552658081055
15	1744594940.7572062	1744594984.871799	44.11459279060364	0.020617008209228516
16	1744594984.968931	1744595084.7477577	99.77882671356201	0.09713196754455566
17	1744595084.87058	1744595129.7692165	44.89863657951355	0.12282228469848633
18	1744595132.1706407	1744595222.7695613	90.59892058372498	2.4014241695404053
19	1744595222.8621173	1744595314.286399	91.42428159713745	0.09255599975585938
20	1744595314.374352	1744595405.5455303	91.17117834091187	0.08795309066772461
21	1744595405.6351314	1744595496.9604788	91.32534742355347	0.08960103988647461
22	1744595497.0559785	1744595588.3877747	91.331796169281	0.09549975395202637
23	1744595588.4825451	1744595679.9093924	91.42684721946716	0.09477043151855469
24	1744595680.0076706	1744595771.4942522	91.48658156394958	0.09827828407287598
25	1744595771.6608338	1744595816.355379	44.69454526901245	0.1665816307067871
26	1744595818.7312374	1744595909.8997238	91.16848635673523	2.3758583068847656
27	1744595909.9237518	1744596009.597518	99.67376613616943	0.02402806282043457
28	1744596009.638506	1744596104.692584	95.05407810211182	0.04098796844482422
29	1744596104.7163742	1744596195.6806428	90.9642686843872	0.02379012107849121
30	1744596195.7072737	1744596287.30957	91.60229635238647	0.026630878448486328
31	1744596287.4069936	1744596387.9044929	100.4974992275238	0.09742355346679688
32	1744596388.0144982	1744596479.6648872	91.65038895606995	0.11000537872314453
33	1744596482.3587663	1744596577.141328	94.78256177902222	2.6938791275024414
