Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,111.800,8.836,5.653,7.481,8.145,9.157,11.082,13.922,21.560,29.130,0.113
5,116.400,8.318,5.698,7.223,7.782,8.637,10.148,11.716,18.358,23.972,0.120
10,113.400,8.821,5.506,7.278,8.090,9.271,12.253,14.097,19.694,28.310,0.113
15,112.800,7.974,5.685,7.072,7.669,8.395,9.529,10.755,13.636,20.333,0.125
20,103.800,8.928,5.643,7.359,8.324,9.719,12.044,13.851,17.361,19.719,0.112
25,119.800,8.511,5.493,7.300,8.012,8.989,10.968,12.609,15.272,23.220,0.117
30,109.200,8.657,5.494,7.264,7.893,9.191,11.642,13.199,18.008,28.042,0.116
35,111.800,8.975,5.514,7.477,8.330,9.619,12.073,13.659,17.194,32.114,0.111
40,112.200,8.843,5.847,7.328,8.172,9.646,11.892,13.113,18.298,20.538,0.113
45,108.000,8.961,5.425,7.400,8.093,9.412,11.911,14.473,22.071,25.962,0.112
50,113.400,8.804,5.782,7.358,7.981,9.234,11.667,13.675,20.150,22.550,0.114
55,112.200,8.400,5.553,7.303,7.894,8.687,10.571,12.418,16.602,19.107,0.119
60,24.200,8.417,5.981,7.392,8.087,9.138,10.264,11.287,13.348,21.814,0.119
