Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,106.600,0.691,0.201,0.384,0.551,0.971,1.220,1.538,1.978,2.360,1.447
5,110.400,0.595,0.177,0.320,0.413,0.725,1.162,1.338,1.728,4.781,1.680
10,113.200,0.614,0.199,0.332,0.457,0.788,1.178,1.488,1.804,2.572,1.628
15,116.000,0.541,0.174,0.292,0.377,0.684,1.105,1.263,1.741,1.990,1.849
20,102.800,0.561,0.192,0.318,0.417,0.671,1.110,1.282,1.646,3.269,1.783
25,111.600,0.539,0.164,0.302,0.400,0.652,1.075,1.283,1.611,1.988,1.855
30,108.400,0.532,0.176,0.296,0.397,0.672,1.090,1.213,1.595,1.788,1.881
35,110.600,0.547,0.185,0.299,0.402,0.659,1.096,1.276,1.695,2.083,1.827
40,112.200,0.563,0.192,0.312,0.411,0.703,1.103,1.234,1.637,4.946,1.776
45,106.200,0.540,0.178,0.313,0.404,0.695,1.085,1.199,1.569,2.163,1.851
50,114.600,0.542,0.165,0.299,0.386,0.665,1.100,1.247,1.672,4.353,1.844
55,118.400,0.501,0.173,0.288,0.355,0.574,1.075,1.196,1.644,4.764,1.996
60,23.400,0.528,0.206,0.288,0.348,0.689,1.114,1.340,1.504,1.551,1.893
