Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1240.000,3.108,0.876,2.474,2.953,3.529,4.169,4.655,6.379,11.340,0.322
5,1304.800,3.034,0.978,2.430,2.911,3.446,4.024,4.522,5.969,9.699,0.330
10,1223.000,3.132,0.815,2.457,2.949,3.528,4.255,4.994,6.776,9.509,0.319
15,1288.400,2.936,0.867,2.405,2.854,3.354,3.842,4.167,5.174,7.624,0.341
20,1224.000,3.185,0.939,2.501,3.031,3.650,4.333,4.897,6.577,10.938,0.314
25,1259.800,3.085,0.897,2.457,2.937,3.509,4.163,4.695,6.135,8.095,0.324
30,1221.600,3.130,0.797,2.457,2.945,3.518,4.239,4.923,6.650,15.360,0.320
35,1289.800,3.175,0.820,2.506,3.017,3.621,4.337,4.913,6.238,9.528,0.315
40,1229.200,3.198,0.722,2.506,3.025,3.656,4.405,4.991,6.575,10.508,0.313
45,1225.800,3.207,0.913,2.512,3.033,3.619,4.447,5.112,6.662,9.934,0.312
50,1228.800,3.197,0.748,2.498,2.991,3.602,4.356,5.067,7.303,12.183,0.313
55,1318.000,2.990,0.873,2.415,2.897,3.411,3.937,4.370,5.680,7.977,0.334
60,245.600,3.042,1.102,2.429,2.933,3.483,4.071,4.495,5.564,6.632,0.329
