Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2884,2884.000,279,1375,1917,3472,3174,4239,9056,30466,36464
1,2909,2909.000,264,1406,1983,3422,3109,4269,8501,31280,36506
2,2685,2685.000,201,1408,2222,3704,3331,5673,9432,31331,53080
3,2773,2773.000,231,1387,2037,3602,3275,4941,9186,33032,46838
4,2710,2710.000,207,1404,2063,3697,3233,5302,10088,32376,51180
5,2797,2797.000,186,1393,2077,3564,3211,5262,8828,30196,47030
6,2843,2843.000,177,1370,2120,3491,3135,4408,8485,30052,49187
7,2931,2931.000,189,1395,2021,3413,3185,4379,8595,31079,37619
8,2810,2810.000,193,1392,2117,3576,3231,5012,8932,30647,45186
9,2994,2994.000,208,1367,1959,3327,3089,4353,8225,30518,38746
10,2787,2787.000,229,1392,2084,3587,3146,5505,8867,30825,57607
11,2602,2602.000,214,1423,2217,3840,3588,5931,9605,35072,54971
12,2653,2653.000,227,1355,1961,3759,3116,5689,26596,31242,46959
13,2906,2906.000,199,1371,2000,3417,3076,4206,9000,30233,35278
14,2789,2789.000,215,1385,2034,3579,3259,4858,9240,33441,38937
15,2979,2979.000,219,1350,1881,3346,3053,4175,8232,29781,36256
16,3001,3001.000,223,1377,1898,3343,3010,4143,8315,30496,38436
17,2812,2812.000,215,1398,2041,3545,3257,4886,8839,31930,38745
18,2954,2954.000,174,1357,1916,3379,2985,3985,8573,29907,35014
19,2751,2751.000,192,1358,2098,3640,3123,4347,11369,30760,37978
20,2764,2764.000,219,1380,2023,3617,3113,4437,11051,31346,39677
21,2739,2739.000,192,1384,2115,3617,3269,5094,9332,30677,44848
22,2715,2715.000,211,1385,2124,3691,3304,4780,9822,32429,40859
23,2672,2672.000,222,1436,2208,3753,3481,5547,9417,34851,46760
24,2666,2666.000,210,1397,2146,3716,3461,5001,9904,35097,45715
25,3038,3038.000,164,1349,1920,3296,3005,4068,8383,29735,35426
26,2751,2751.000,215,1398,2069,3631,3211,4954,9107,32287,42022
27,2707,2707.000,183,1380,2104,3691,3403,5586,9781,31628,46533
28,2878,2878.000,185,1383,2066,3460,3255,4974,8820,31569,45698
29,2771,2771.000,224,1399,2045,3618,3257,4922,9346,31909,42103
30,2680,2680.000,176,1376,2131,3707,3205,5553,10369,30305,55749
31,2809,2809.000,201,1391,2017,3549,3168,4834,9359,31112,53071
32,2904,2904.000,223,1397,2037,3466,3160,4601,8416,31642,41111
33,2507,2507.000,192,1414,2268,3981,3524,6239,12857,33554,51026
34,2723,2723.000,184,1364,2040,3641,3184,4838,9544,32101,38034
35,2695,2695.000,210,1415,2188,3735,3417,5000,9770,34987,40624
36,2856,2856.000,194,1378,2011,3476,3140,4525,9381,30609,36973
37,2760,2760.000,225,1418,2255,3606,3567,5534,8723,33933,51181
38,2922,2922.000,204,1402,2074,3453,3138,4499,8666,30865,38067
39,2856,2856.000,185,1391,2061,3486,3258,4685,8737,31066,39980
40,2672,2672.000,192,1401,2181,3737,3413,5474,9093,34839,50143
41,2810,2810.000,202,1408,2082,3577,3390,4990,9414,31884,41159
42,2798,2798.000,216,1387,2019,3548,3260,4755,9583,31720,41406
43,2733,2733.000,225,1368,2102,3636,3251,5078,9807,31338,42343
44,2699,2699.000,196,1403,2074,3711,3326,5217,10935,32959,46685
45,2624,2624.000,199,1420,2145,3804,3510,5733,10459,35231,45957
46,2859,2859.000,194,1353,1952,3481,3125,4431,8761,30490,42679
47,2813,2813.000,193,1397,2139,3562,3241,4562,9204,31557,40686
48,2662,2662.000,196,1422,2124,3777,3415,5701,10077,32613,48658
49,2745,2745.000,178,1380,2105,3608,3279,5345,8811,31315,47109
50,2727,2727.000,199,1401,2133,3681,3319,5317,9440,32329,51500
51,2767,2767.000,165,1383,2023,3596,3208,5782,9731,30685,37331
52,2924,2924.000,197,1356,2037,3414,3125,4297,8571,30608,35409
53,2785,2785.000,178,1395,1998,3605,3259,4706,8902,33388,41018
54,2569,2569.000,202,1428,2293,3878,3570,6560,10327,34428,64819
55,2834,2834.000,204,1349,1958,3534,3141,4396,9726,30451,39323
56,2896,2896.000,185,1360,1985,3442,3151,4589,8568,29935,44077
57,3036,3036.000,173,1395,1942,3284,3071,4133,8070,30825,41766
58,2832,2832.000,196,1371,2066,3547,3158,4519,9584,30581,37634
59,2927,2927.000,206,1385,2093,3406,3201,4620,8505,29909,44780
60,2809,2809.000,206,1385,1935,3517,3217,4764,9352,31966,39438
