Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,78.200,1.357,0.298,0.761,1.171,1.845,2.294,2.768,3.699,9.795,0.737
5,62.200,1.200,0.215,0.482,1.380,1.689,1.964,2.100,2.314,3.129,0.833
10,64.600,1.271,0.187,0.737,1.415,1.674,1.941,2.057,2.473,2.783,0.787
15,45.200,1.571,1.073,1.368,1.534,1.729,1.910,2.044,2.268,2.615,0.637
20,50.400,1.535,0.424,1.354,1.526,1.696,1.908,1.999,2.385,3.673,0.652
25,48.000,1.578,0.894,1.387,1.554,1.701,2.017,2.116,2.378,2.528,0.634
30,54.200,1.451,0.201,1.269,1.491,1.684,1.917,2.076,2.631,2.709,0.689
35,47.000,1.533,0.961,1.334,1.478,1.698,1.909,2.023,2.173,2.917,0.652
40,50.000,1.563,1.030,1.380,1.536,1.736,1.924,2.005,2.463,2.634,0.640
45,47.200,1.534,1.004,1.357,1.526,1.693,1.863,1.962,2.362,2.381,0.652
50,53.400,1.522,0.965,1.327,1.488,1.639,1.878,2.044,2.334,2.952,0.657
55,50.600,1.494,0.993,1.317,1.464,1.680,1.847,1.936,2.141,2.299,0.669
