Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,518.800,19.248,0.867,5.809,8.068,17.771,44.796,62.490,118.277,501.775,0.052
5,817.800,12.187,0.767,4.447,6.555,11.458,33.987,43.586,84.097,165.676,0.082
10,1025.200,9.746,0.242,4.307,6.103,10.638,15.501,30.338,72.605,93.815,0.103
15,1096.200,9.092,0.340,3.842,5.736,9.566,14.676,28.736,68.205,90.658,0.110
20,922.800,10.801,0.255,4.303,6.337,11.136,17.944,37.998,77.286,102.274,0.093
25,905.000,11.050,0.299,4.224,6.266,11.352,23.247,39.647,78.264,98.432,0.090
30,1012.000,9.864,0.258,4.200,6.007,10.482,15.487,30.950,71.904,92.855,0.101
35,1003.400,9.955,0.420,4.139,6.077,10.185,15.338,31.378,72.092,91.846,0.100
40,821.800,12.154,0.309,5.022,7.607,13.054,23.038,36.898,81.979,118.045,0.082
45,801.000,12.426,0.422,4.901,7.119,12.220,30.204,43.078,81.467,134.943,0.080
50,843.400,11.890,0.255,4.696,6.854,12.144,25.327,41.047,82.734,125.804,0.084
55,727.400,13.720,0.250,5.255,8.642,15.400,27.809,42.301,85.626,121.867,0.073
60,129.800,14.829,0.190,5.949,9.149,14.639,37.266,44.302,85.804,94.261,0.067
