Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,227.800,9.306,2.715,4.084,5.866,6.773,35.724,37.403,39.142,41.976,0.107
5,348.400,5.758,2.290,3.774,4.341,5.706,6.567,7.616,37.872,58.437,0.174
10,440.400,4.493,0.935,3.562,4.312,5.507,6.008,6.327,7.020,25.599,0.223
15,472.400,4.144,1.050,3.495,3.850,4.827,5.842,6.118,6.655,13.709,0.241
20,395.000,4.779,0.934,3.586,4.305,5.398,6.085,6.464,26.517,42.283,0.209
25,387.400,5.223,0.881,3.607,4.278,5.405,6.335,7.023,36.537,39.429,0.191
30,438.200,4.534,1.297,3.571,4.213,5.555,5.990,6.254,6.743,12.562,0.221
35,423.200,4.533,2.591,3.671,4.023,5.566,5.956,6.132,6.743,8.712,0.221
40,352.800,5.830,2.337,4.023,5.038,6.095,7.315,12.489,20.650,75.993,0.172
45,353.400,6.187,2.704,4.094,4.990,6.171,6.852,7.937,36.860,39.479,0.162
50,362.800,5.864,2.479,4.028,4.775,6.066,6.788,7.754,36.114,40.158,0.171
55,317.200,7.003,2.314,4.314,5.402,6.727,12.915,18.683,28.075,100.943,0.143
60,53.600,7.829,3.639,4.657,5.905,6.796,8.388,29.764,37.602,39.276,0.128
