Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,164.200,6.986,1.366,1.785,1.983,2.333,8.317,48.436,54.789,125.112,0.143
5,196.000,4.293,1.228,1.731,1.863,2.054,2.431,44.834,51.122,60.719,0.233
10,200.200,3.426,1.313,1.713,1.856,2.026,2.256,2.592,49.516,88.343,0.292
15,196.800,2.264,1.360,1.681,1.812,1.953,2.114,2.269,4.220,49.840,0.442
20,192.200,1.856,1.277,1.697,1.827,1.971,2.154,2.297,2.604,3.108,0.539
25,201.000,1.860,1.331,1.697,1.827,1.980,2.133,2.305,2.572,3.918,0.538
30,194.400,1.836,1.310,1.688,1.808,1.953,2.094,2.243,2.483,4.234,0.545
35,192.000,1.854,1.330,1.701,1.832,1.973,2.139,2.255,2.452,4.650,0.539
40,182.200,1.845,1.347,1.684,1.813,1.977,2.121,2.221,2.501,5.321,0.542
45,193.000,1.840,1.254,1.683,1.808,1.966,2.129,2.241,2.594,2.769,0.543
50,213.000,1.826,1.311,1.670,1.798,1.950,2.127,2.239,2.492,3.273,0.548
55,191.800,1.842,1.345,1.690,1.821,1.954,2.117,2.244,2.558,2.830,0.543
