Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.000,1.126,0.275,0.444,0.548,0.734,1.069,1.378,5.875,58.437,0.888
5,185.400,0.447,0.246,0.370,0.420,0.484,0.559,0.631,0.838,2.561,2.236
10,184.800,0.434,0.244,0.361,0.405,0.472,0.550,0.620,0.789,3.505,2.303
15,196.000,0.451,0.233,0.363,0.420,0.500,0.592,0.656,0.881,2.745,2.220
20,207.200,0.486,0.241,0.391,0.468,0.546,0.648,0.736,0.991,3.062,2.056
25,197.200,0.655,0.197,0.381,0.472,0.583,0.710,0.920,6.319,14.186,1.528
30,198.000,0.524,0.247,0.367,0.469,0.573,0.688,0.773,2.368,7.043,1.908
35,196.800,0.490,0.261,0.361,0.459,0.576,0.702,0.782,1.034,2.684,2.040
40,198.400,0.478,0.253,0.354,0.444,0.560,0.667,0.766,0.952,4.074,2.092
45,209.200,0.570,0.249,0.360,0.439,0.573,0.700,0.808,4.946,12.238,1.754
50,192.200,0.482,0.205,0.362,0.439,0.570,0.689,0.772,1.015,1.231,2.076
55,192.600,0.476,0.234,0.358,0.445,0.564,0.672,0.748,0.946,1.258,2.100
