Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,471,471.000,514,1969,3060,21509,43828,57615,80115,169342,356893
1,470,470.000,396,1663,2703,21870,43945,52452,79738,197869,542368
2,407,407.000,414,1532,2736,23587,44315,52414,82254,151852,320887
3,418,418.000,406,1618,2502,24119,43886,62672,106174,186353,366920
4,441,441.000,409,1528,2791,22366,43348,58860,79795,179433,256008
5,389,389.000,397,1582,2753,25828,44093,66841,104947,200829,273198
6,503,503.000,372,1348,2179,19704,43678,50645,79506,174528,398174
7,431,431.000,385,1609,2590,24378,44410,63600,105276,205897,255999
8,378,378.000,403,1544,2523,25441,43739,75805,117027,191823,259912
9,437,437.000,400,1689,2755,22661,43626,58240,102270,189012,255246
10,388,388.000,348,1653,3131,25725,44197,63447,104796,188625,391157
11,478,478.000,405,1409,2456,21000,43899,57094,77729,140856,498311
12,441,441.000,382,1604,2568,22643,43409,63321,80863,187007,327566
13,483,483.000,392,1364,2274,20662,43231,47920,78788,173856,331946
14,447,447.000,391,1382,2398,22422,43717,51323,79220,182076,386314
15,530,530.000,392,1483,2399,18620,43644,49576,78583,163585,294443
16,469,469.000,360,1469,2392,21851,43572,55103,78756,181669,421206
17,490,490.000,345,1428,2324,20167,43402,49634,80003,214102,304286
18,503,503.000,373,1415,2394,19925,43289,59772,78642,148197,473010
19,480,480.000,385,1385,2445,21425,43762,53751,79280,193878,443599
20,391,391.000,392,1423,2431,24669,43931,65168,103289,198067,415709
21,426,426.000,404,1461,2686,23752,43603,65797,79907,186676,475759
22,554,554.000,386,1350,2372,17912,43288,51245,64581,116417,421971
23,465,465.000,371,1326,2359,21407,43682,61288,78551,154153,389670
24,490,490.000,375,1480,2317,20590,43777,49915,76588,209551,370400
25,485,485.000,335,1284,2214,20686,43444,54574,77808,258246,304910
26,433,433.000,373,1382,2315,22755,43674,62964,80590,163414,281755
27,439,439.000,369,1415,2628,23331,43643,63544,80555,185402,284668
28,469,469.000,357,1418,2278,20652,43833,58303,72977,144238,386463
29,436,436.000,396,1447,2487,23417,43826,64048,85388,179897,396046
30,477,477.000,360,1327,2270,20730,43148,62423,77322,162856,295019
31,413,413.000,364,1529,2608,24302,43824,63198,79052,193224,307410
32,371,371.000,367,1424,2466,26707,44383,79168,127377,192057,280628
33,385,385.000,360,1364,2547,26221,43963,68889,105590,213377,232822
34,467,467.000,352,1288,2157,21274,43202,63873,98264,172603,224465
35,450,450.000,351,1372,2281,22192,43626,63925,88557,191909,243874
36,461,461.000,309,1387,2256,21925,43709,60707,78610,165181,463840
37,476,476.000,345,1470,2522,21140,43638,50988,78480,181466,345280
38,444,444.000,370,1379,2327,22420,43791,61864,79517,178285,325663
39,446,446.000,324,1317,2172,21911,43320,62333,78178,188676,308228
40,474,474.000,361,1222,2188,21016,43616,59993,78615,195942,375854
41,480,480.000,357,1478,2386,21182,43469,62757,78943,178256,330495
42,436,436.000,394,1459,2565,22742,43901,61927,81392,181481,370216
43,449,449.000,380,1281,2265,22522,43490,63801,87466,190332,337395
44,473,473.000,351,1345,2309,21300,43562,58788,79161,183556,335462
45,456,456.000,373,1424,2253,21862,43531,62442,87542,170123,327326
46,422,422.000,371,1401,2482,23516,43804,54737,77775,191007,399930
47,414,414.000,365,1324,2288,24300,43808,63887,86782,223419,308489
48,481,481.000,384,1496,2458,21515,43302,61380,78370,172857,367504
49,420,420.000,311,1574,2389,22589,43876,62848,89464,154972,316155
50,456,456.000,359,1366,2502,22279,43485,53432,80504,204986,373546
51,455,455.000,339,1431,2358,21628,43540,62975,78697,190449,210824
52,502,502.000,353,1315,2247,19951,43280,50898,79581,186230,292766
53,404,404.000,361,1415,2365,25489,43716,72753,119129,196782,252374
54,485,485.000,325,1259,2256,20975,43368,54286,78529,171561,453471
55,430,430.000,376,1436,2430,21895,43898,54434,70165,180746,342757
56,477,477.000,365,1353,2477,21378,43449,54114,70486,206393,383035
57,425,425.000,362,1400,2366,23110,44024,59214,78917,161512,328212
58,425,425.000,361,1413,2382,24077,43856,62718,84815,168476,357901
59,425,425.000,368,1363,2367,23745,43802,61976,89456,202816,259154
60,403,403.000,384,1368,2395,21828,43287,60209,91286,169144,268612
