Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,193.000,29.378,0.396,0.749,43.437,45.289,55.102,70.767,80.436,105.287,0.034
5,179.000,29.142,0.372,0.603,43.499,44.845,55.304,75.780,80.399,99.749,0.034
10,194.400,30.525,0.348,0.596,43.450,44.820,56.686,77.620,80.863,133.542,0.033
15,207.600,28.624,0.345,0.570,43.376,44.791,55.161,75.032,80.150,133.941,0.035
20,204.000,28.996,0.371,0.596,43.299,44.803,55.973,73.244,79.948,128.632,0.034
25,197.200,29.596,0.335,0.552,43.347,44.858,57.446,74.173,79.906,83.426,0.034
30,184.000,29.617,0.352,0.551,43.259,45.027,61.012,77.900,80.844,98.462,0.034
35,193.600,29.355,0.309,0.540,43.311,44.470,55.829,77.325,79.530,132.519,0.034
40,198.400,28.747,0.351,0.561,43.173,44.730,57.236,77.591,79.762,84.591,0.035
45,180.600,30.387,0.311,0.550,43.335,44.776,56.805,77.414,79.468,88.955,0.033
50,192.400,29.074,0.325,0.527,43.333,44.553,54.286,76.364,79.581,130.848,0.034
55,196.000,30.788,0.361,0.575,43.514,45.172,57.802,74.618,79.887,82.894,0.032
60,34.400,27.938,0.384,0.551,42.978,44.183,55.662,77.686,79.002,82.624,0.036
