Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2269.400,4.401,0.237,1.651,3.157,4.509,10.094,13.577,25.255,134.892,0.227
5,1388.200,7.178,0.219,3.461,4.338,10.683,14.536,16.442,29.181,61.944,0.139
10,1532.000,6.508,0.220,2.883,4.045,9.631,13.896,15.791,28.570,60.858,0.154
15,1418.800,7.025,0.253,3.362,4.283,10.352,14.337,16.090,28.707,60.548,0.142
20,1316.000,7.577,0.310,3.609,4.611,11.017,14.508,16.036,28.203,58.324,0.132
25,1317.400,7.564,0.307,3.534,4.511,11.082,14.510,16.340,28.285,46.407,0.132
30,1454.000,6.859,0.240,3.295,4.128,10.070,14.079,15.729,28.190,57.396,0.146
35,1342.000,7.434,0.254,3.486,4.427,10.914,14.419,16.100,28.357,32.273,0.135
40,1363.400,7.313,0.246,3.436,4.234,10.894,14.301,15.966,28.326,58.068,0.137
45,1356.800,7.353,0.223,3.469,4.334,10.809,14.352,15.894,28.149,51.739,0.136
50,1338.400,7.462,0.230,3.506,4.465,10.892,14.329,16.024,28.207,54.190,0.134
55,1331.200,7.477,0.460,3.512,4.415,10.967,14.333,15.852,28.176,57.844,0.134
