Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,973.200,2.348,0.920,1.541,1.688,3.151,4.109,4.434,5.315,53.149,0.426
5,606.600,3.456,0.904,3.062,3.743,4.147,4.476,4.717,5.396,12.328,0.289
10,637.600,3.079,0.936,1.776,3.447,3.924,4.314,4.547,5.397,28.842,0.325
15,613.400,3.346,0.884,2.859,3.618,4.024,4.400,4.595,5.309,8.382,0.299
20,569.400,3.573,0.957,3.290,3.687,4.037,4.382,4.611,5.311,12.584,0.280
25,574.000,3.512,0.944,3.222,3.617,3.960,4.291,4.500,5.238,21.792,0.285
30,635.800,3.269,0.898,2.895,3.536,3.919,4.241,4.435,4.982,10.649,0.306
35,568.800,3.438,0.921,3.197,3.601,3.949,4.304,4.496,5.254,8.072,0.291
40,591.600,3.382,0.868,3.195,3.593,3.908,4.203,4.424,5.002,7.582,0.296
45,584.800,3.423,0.898,3.202,3.601,3.935,4.233,4.424,5.054,7.805,0.292
50,561.600,3.435,0.930,3.208,3.594,3.919,4.252,4.450,4.989,9.896,0.291
55,566.800,3.453,0.902,3.208,3.600,3.929,4.222,4.393,4.998,19.479,0.290
