Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1029.200,6.027,1.273,3.171,3.966,8.078,12.902,14.877,17.207,83.734,0.166
5,611.200,10.187,1.907,7.794,10.604,13.318,15.364,16.200,17.453,23.324,0.098
10,710.600,9.019,0.884,4.542,9.286,12.555,14.730,15.735,17.458,42.445,0.111
15,633.800,9.864,1.512,7.423,10.189,13.051,15.030,15.870,17.174,20.544,0.101
20,594.800,10.804,1.909,8.590,10.792,13.399,15.063,15.757,17.218,25.951,0.093
25,585.200,10.737,2.033,8.424,10.855,13.373,15.048,15.850,17.289,29.268,0.093
30,641.200,9.724,1.450,7.129,9.978,12.949,14.833,15.590,16.785,19.885,0.103
35,601.600,10.473,1.282,8.307,10.647,13.299,14.929,15.695,16.794,20.206,0.095
40,601.800,10.401,1.892,8.279,10.720,13.141,14.927,15.693,16.948,30.720,0.096
45,601.000,10.353,1.495,8.176,10.566,13.131,14.847,15.528,16.686,18.405,0.097
50,610.000,10.459,1.836,8.276,10.562,13.094,14.872,15.640,17.000,20.140,0.096
55,609.200,10.555,1.829,8.382,10.713,13.131,14.842,15.605,16.849,29.346,0.095
