Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,90.400,1.005,0.237,0.496,0.731,1.330,1.719,1.916,2.408,34.105,0.995
5,60.000,1.309,0.219,0.939,1.437,1.715,1.913,2.030,2.361,2.501,0.764
10,62.600,1.193,0.220,0.521,1.347,1.629,1.894,2.081,2.408,2.616,0.838
15,56.600,1.382,0.253,1.089,1.466,1.767,2.067,2.295,2.828,2.887,0.724
20,54.200,1.687,0.310,1.395,1.656,1.940,2.216,2.438,2.792,10.109,0.593
25,52.000,1.599,0.307,1.280,1.556,1.923,2.269,2.434,2.806,5.892,0.625
30,63.000,1.514,0.240,1.164,1.568,1.894,2.248,2.364,2.657,3.269,0.660
35,58.600,1.581,0.254,1.293,1.584,1.884,2.170,2.335,2.701,2.994,0.632
40,54.200,1.629,0.246,1.384,1.665,1.925,2.194,2.361,2.812,5.078,0.614
45,58.400,1.496,0.223,1.237,1.526,1.801,2.076,2.233,2.451,3.052,0.668
50,59.000,1.598,0.230,1.306,1.610,1.933,2.189,2.404,2.584,2.674,0.626
55,57.600,1.583,0.460,1.295,1.552,1.901,2.184,2.315,2.923,3.355,0.632
