Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2734,2734.000,418,1627,2588,3654,4036,5390,7547,20737,134892
1,3750,3750.000,313,1554,2112,2655,3437,4399,5841,8079,22351
2,2520,2520.000,237,1625,2857,3964,4391,8459,12105,17035,31442
3,1173,1173.000,1161,3885,7042,8514,12051,15251,17173,29345,31526
4,1170,1170.000,1197,3967,5466,8553,12453,15302,17066,29310,31780
5,1498,1498.000,267,3103,4184,6625,10285,13995,15973,27972,30400
6,1573,1573.000,270,2731,4048,6330,9217,13672,16110,29249,31278
7,1169,1169.000,1072,3959,4909,8565,12304,15441,17243,29673,31390
8,1358,1358.000,219,3386,4333,7299,10686,14959,17070,29354,31600
9,1343,1343.000,297,3654,4586,7457,10955,14398,16272,29077,61944
10,2661,2661.000,220,1560,2694,3729,4187,7850,10631,17136,30487
11,1494,1494.000,273,3072,4236,6686,9879,13621,15649,27522,30760
12,1169,1169.000,1286,3834,5431,8534,12462,15211,17240,28937,31343
13,1138,1138.000,1062,3831,7079,8777,12238,15642,25563,30284,60858
14,1198,1198.000,1186,3834,6493,8324,12024,15101,17026,28816,36543
15,1491,1491.000,253,3192,4135,6690,9748,14276,16441,28780,31391
16,1991,1991.000,278,2091,3407,5015,6209,11340,13807,27821,33377
17,1208,1208.000,1089,3799,7110,8251,11822,14862,16175,28721,31922
18,1181,1181.000,1208,3830,5070,8448,12023,15161,17114,29021,60548
19,1223,1223.000,521,3770,5131,8117,11666,15158,16786,29356,30829
20,1353,1353.000,513,3480,4749,7361,10473,14145,16048,28777,34526
21,1515,1515.000,310,3174,4140,6626,9690,13787,15529,27908,30339
22,1198,1198.000,1223,3789,5087,8273,12118,14908,16447,28367,58324
23,1289,1289.000,975,3709,4686,7777,11260,14501,16036,28262,30492
24,1225,1225.000,1099,3737,5360,8101,11566,14820,16114,27700,55486
25,1331,1331.000,337,3536,4518,7475,10773,14547,16532,28385,30856
26,1599,1599.000,307,2831,4007,6246,8982,13530,15376,27290,30228
27,1217,1217.000,994,3709,4748,8202,11873,15267,17425,28431,30255
28,1212,1212.000,1104,3712,4793,8242,11888,14842,16849,29053,46407
29,1228,1228.000,773,3681,5706,8072,11805,14687,16483,28099,29580
30,1814,1814.000,240,2087,3634,5496,7521,12808,14841,27456,29545
31,1682,1682.000,325,2635,3857,5950,8306,13088,14890,28031,57396
32,1209,1209.000,1075,3760,4698,8245,11717,15091,17286,28689,56383
33,1232,1232.000,979,3682,4802,8084,11764,14761,16348,28430,34328
34,1333,1333.000,372,3590,4342,7467,10900,14400,15830,28058,54950
35,1366,1366.000,423,3350,4628,7298,10358,14436,16323,28450,30566
36,1739,1739.000,254,2517,3791,5752,8413,12778,14820,26668,29324
37,1181,1181.000,1012,3705,5336,8445,12132,14984,24487,28864,30343
38,1184,1184.000,1155,3715,7202,8418,12155,15013,16755,28874,31103
39,1240,1240.000,1015,3683,4728,8038,11820,14606,16361,28343,32273
40,1605,1605.000,246,2685,3877,6199,8896,13724,15692,27768,58068
41,1580,1580.000,428,2910,3900,6330,9554,13435,15046,27357,29573
42,1180,1180.000,1057,3697,6075,8431,12093,14951,16554,28872,55223
43,1203,1203.000,1144,3679,4895,8295,11903,14781,16848,29152,57205
44,1249,1249.000,999,3668,4617,7983,11653,14374,16185,27876,56051
45,1474,1474.000,311,3250,4134,6762,9935,13616,15683,27836,51739
46,1610,1610.000,223,2711,3928,6198,9007,13609,15267,28030,30379
47,1254,1254.000,409,3692,4874,7942,11697,14817,16664,28472,29896
48,1221,1221.000,1122,3685,5113,8197,12070,14799,16083,27830,31505
49,1225,1225.000,1131,3679,5035,8136,11707,14663,16311,28149,50153
50,1516,1516.000,230,2772,4012,6594,9675,13801,15810,28434,50913
51,1548,1548.000,381,3094,4119,6439,9110,13289,15257,27679,30068
52,1197,1197.000,987,3722,7292,8396,11973,15100,16874,28790,54190
53,1210,1210.000,896,3681,4972,8252,11859,14729,17037,28013,53409
54,1221,1221.000,1060,3711,5698,8138,11800,14551,16113,28010,30519
55,1437,1437.000,466,3297,4265,6909,10345,14009,15605,27396,55658
56,1569,1569.000,460,2948,4012,6376,9200,13251,15123,28432,57844
57,1233,1233.000,1012,3689,5478,8117,11743,14665,16117,28169,31047
58,1212,1212.000,1072,3682,4838,8274,11714,14809,24169,28670,54636
59,1205,1205.000,940,3657,5494,8131,11803,14573,16316,28344,33960
