Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,318.600,20.309,2.313,13.452,18.973,25.664,32.910,37.773,51.461,79.804,0.049
5,330.000,19.975,2.221,12.985,18.603,25.566,32.063,37.671,50.968,79.457,0.050
10,263.400,24.508,3.019,15.181,23.307,31.553,40.282,45.902,58.913,68.625,0.041
15,310.400,20.220,2.307,13.133,18.697,25.470,33.408,39.097,48.744,72.177,0.049
20,343.600,18.925,2.170,12.453,18.004,24.026,30.654,34.895,43.254,67.203,0.053
25,315.000,20.567,1.965,12.959,19.434,26.430,33.936,39.604,49.955,62.535,0.049
30,310.200,20.256,1.716,13.284,18.976,25.650,33.638,38.395,45.743,64.352,0.049
35,363.400,18.385,1.947,12.198,17.356,23.165,29.825,35.033,42.985,52.887,0.054
40,330.600,19.055,2.240,12.404,17.996,24.364,31.063,35.739,44.472,57.122,0.052
45,321.600,20.423,2.049,12.904,18.988,26.822,33.412,38.363,48.928,60.902,0.049
50,312.600,19.557,2.444,12.321,18.449,25.248,32.127,37.407,45.484,70.898,0.051
55,377.000,16.857,1.909,10.871,15.797,21.863,27.550,31.596,42.331,63.203,0.059
60,69.200,17.433,2.323,11.571,17.045,22.359,28.487,30.662,37.372,41.367,0.057
