Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,27.400,55.391,31.208,41.969,50.819,61.925,79.787,102.054,143.447,146.169,0.018
5,25.400,57.161,29.226,42.385,54.036,64.119,88.422,98.065,131.254,140.810,0.017
10,25.200,66.572,30.321,49.774,62.464,78.492,97.393,106.956,129.477,145.994,0.015
15,31.600,56.576,26.491,42.448,52.190,63.288,82.702,99.024,151.030,177.649,0.018
20,31.800,51.693,20.624,39.892,49.266,59.691,74.334,82.143,106.442,108.584,0.019
25,26.800,57.370,18.149,45.988,54.939,63.994,76.539,86.768,142.545,147.124,0.017
30,33.200,56.437,28.682,44.034,54.595,64.670,80.253,88.327,103.553,117.575,0.018
35,27.600,51.232,24.949,40.755,49.116,59.217,68.786,77.640,106.721,111.625,0.020
40,30.400,56.208,17.139,43.268,51.668,64.325,81.146,96.278,111.172,151.142,0.018
45,28.000,54.467,22.719,41.888,52.675,62.264,77.913,83.884,100.319,153.435,0.018
50,32.800,56.497,18.052,41.400,54.450,67.702,79.339,86.272,126.712,145.372,0.018
55,34.400,48.669,21.385,37.680,44.986,56.939,68.995,73.732,115.939,158.269,0.021
60,7.200,46.326,20.286,38.183,48.153,51.484,62.744,71.540,72.031,72.031,0.022
