Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,699.800,14.269,0.724,4.996,10.203,19.894,30.344,39.976,63.890,146.169,0.070
5,725.800,13.781,0.633,4.644,9.831,19.398,29.846,38.223,61.665,140.810,0.073
10,578.600,17.262,0.741,5.421,11.862,25.085,38.014,48.993,80.867,145.994,0.058
15,698.600,14.317,0.748,4.713,10.075,19.986,31.707,41.805,65.841,177.649,0.070
20,751.400,13.262,0.614,4.495,9.384,18.973,29.024,37.355,61.058,108.584,0.075
25,704.200,14.198,0.602,4.803,9.802,20.070,31.367,41.073,63.181,147.124,0.070
30,686.400,14.575,0.692,5.055,10.106,20.338,32.178,41.543,68.193,117.575,0.069
35,773.400,12.912,0.741,4.584,9.412,18.402,27.807,36.060,58.536,111.625,0.077
40,744.600,13.414,0.479,4.540,9.177,18.558,29.147,38.386,64.325,151.142,0.075
45,702.600,14.246,0.604,4.762,10.152,19.995,31.509,40.290,61.877,153.435,0.070
50,722.200,13.812,0.692,4.512,9.267,19.109,30.163,40.567,69.122,145.372,0.072
55,844.800,11.825,0.552,4.187,8.095,16.464,25.737,33.983,57.380,158.269,0.085
60,156.800,12.413,0.600,4.914,8.876,17.786,27.063,34.653,54.596,72.031,0.081
