Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,29.200,7.057,1.369,2.610,6.343,10.367,13.758,15.926,19.291,22.135,0.142
5,23.800,5.092,1.417,1.977,2.575,7.602,11.653,13.409,18.974,19.546,0.196
10,22.800,6.322,1.468,2.417,3.220,10.451,14.687,17.032,22.292,24.417,0.158
15,29.000,5.981,1.491,2.320,3.676,9.612,12.695,13.387,16.221,17.467,0.167
20,30.400,4.884,1.358,2.008,2.562,7.873,10.724,12.840,15.976,17.382,0.205
25,25.800,5.574,1.422,2.322,2.929,8.729,11.906,14.358,16.473,18.655,0.179
30,26.400,5.025,1.528,2.183,2.758,7.846,11.239,12.490,15.197,16.605,0.199
35,33.600,5.293,1.354,1.922,2.922,8.524,11.305,12.964,18.542,20.716,0.189
40,25.400,5.829,1.602,2.356,3.609,8.903,11.865,13.251,18.008,20.771,0.172
45,23.800,5.961,1.416,2.113,3.367,8.911,12.170,15.280,20.281,25.346,0.168
50,28.200,5.596,1.384,2.245,3.233,8.304,11.497,13.596,18.337,18.954,0.179
55,33.800,4.607,1.373,1.907,2.339,7.617,9.978,12.619,14.990,15.115,0.217
60,5.800,4.969,1.433,2.027,2.732,8.458,10.133,12.354,12.712,12.712,0.201
