Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,26.000,6.256,0.957,2.670,5.654,8.752,10.602,12.323,22.454,25.082,0.160
5,32.200,6.300,0.695,2.208,5.583,8.693,12.310,13.779,22.372,24.770,0.159
10,23.800,6.609,0.970,2.338,5.813,9.135,12.406,18.133,20.337,20.832,0.151
15,26.200,5.725,1.118,1.991,5.558,8.068,11.605,13.475,15.148,15.876,0.175
20,27.800,5.695,0.614,1.898,5.293,8.060,11.717,14.039,17.033,18.345,0.176
25,29.400,6.011,0.602,1.935,6.287,8.433,12.084,13.707,16.077,18.462,0.166
30,28.200,5.751,0.871,1.909,5.391,8.388,11.196,12.871,17.572,19.662,0.174
35,33.200,5.489,0.855,1.703,5.424,7.664,11.266,13.110,19.722,19.768,0.182
40,31.000,5.261,0.479,1.679,4.875,7.262,11.559,12.591,15.710,16.558,0.190
45,25.600,5.855,0.604,1.643,5.670,8.898,11.526,15.414,17.847,17.963,0.171
50,30.800,5.128,0.692,1.659,5.178,7.834,10.284,12.545,15.905,16.338,0.195
55,37.200,4.972,0.552,1.634,4.973,6.809,10.266,11.697,15.512,17.060,0.201
60,5.800,3.948,0.600,1.650,2.337,5.575,8.015,9.431,14.075,14.075,0.253
