Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,14,14.000,228459,547497,776339,2434421,776379,883600,25457698,25457698,25457698
1,11,11.000,450060,766564,1075423,3189394,1173763,1189400,25513534,25513534,25513534
2,9,9.000,352050,1142307,1171058,1034903,1171328,1187075,1187075,1187075,1187075
3,5,5.000,380377,1101190,1102253,994044,1193004,1193399,1193399,1193399,1193399
4,9,9.000,811716,1204273,1305442,1228407,1339584,1340363,1340363,1340363,1340363
5,6,6.000,324664,470032,4440466,2595705,4832161,4832173,4832173,4832173,4832173
6,5,5.000,3645103,5065518,5065928,4781940,5065970,5067181,5067181,5067181,5067181
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,2,2.000,439043,439043,1751132,1095087,1751132,1751132,1751132,1751132,1751132
10,4,4.000,276965,585042,1552198,991623,1552288,1552288,1552288,1552288,1552288
11,7,7.000,448011,966675,1436246,5281308,5149410,25902724,25902724,25902724,25902724
12,6,6.000,468350,1111027,1795821,1454041,1795832,1796366,1796366,1796366,1796366
13,4,4.000,508501,644785,720615,903334,1739437,1739437,1739437,1739437,1739437
14,5,5.000,585493,734674,1304626,1046890,1304665,1304996,1304996,1304996,1304996
15,7,7.000,385088,652717,762271,847571,1120049,1189642,1189642,1189642,1189642
16,7,7.000,1119658,4217817,4809590,4305847,5107892,5108315,5108315,5108315,5108315
17,1,1.000,4800270,4800270,4800270,4800270,4800270,4800270,4800270,4800270,4800270
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,7,7.000,434738,461967,1358924,1139342,1454092,1454122,1454122,1454122,1454122
22,4,4.000,1559789,1560135,1591315,1575980,1592683,1592683,1592683,1592683,1592683
23,6,6.000,492437,540021,1395928,1169413,1596118,1596419,1596419,1596419,1596419
24,9,9.000,339276,561642,1110922,906891,1158067,1338137,1338137,1338137,1338137
25,6,6.000,722081,1010080,1149220,1031730,1149235,1149508,1149508,1149508,1149508
26,12,12.000,287436,621825,1079173,1042615,1097454,1097779,3472287,3472287,3472287
27,8,8.000,494310,1064753,1169959,1068388,1276368,1276766,1276766,1276766,1276766
28,7,7.000,244773,585150,960702,806674,992232,992543,992543,992543,992543
29,9,9.000,285807,946587,1001781,852909,1039011,1039474,1039474,1039474,1039474
30,10,10.000,316000,704204,1038656,896380,1067467,1067730,1067730,1067730,1067730
31,10,10.000,631701,999107,1065398,1027485,1149734,1150084,1150084,1150084,1150084
32,12,12.000,363333,781957,928314,816317,1030084,1030213,1105588,1105588,1105588
33,10,10.000,288144,605647,1012190,847774,1042304,1042549,1042549,1042549,1042549
34,11,11.000,319550,753070,890523,826869,957339,957452,1072959,1072959,1072959
35,13,13.000,226308,797464,882246,1018474,985946,1184853,3637333,3637333,3637333
36,7,7.000,383734,1000792,1072319,972709,1072606,1134934,1134934,1134934,1134934
37,12,12.000,247885,500598,821743,669481,848566,848588,894914,894914,894914
38,11,11.000,411330,600380,822874,775655,907365,907658,1045208,1045208,1045208
39,10,10.000,325588,911324,945912,895812,1048051,1048608,1048608,1048608,1048608
40,11,11.000,295143,579404,890303,753869,940159,940542,957680,957680,957680
41,10,10.000,310456,948846,961939,880993,962048,997343,997343,997343,997343
42,10,10.000,290843,478073,1070677,828956,1101836,1101910,1101910,1101910,1101910
43,10,10.000,277853,697487,1150720,911447,1150778,1153422,1153422,1153422,1153422
44,8,8.000,642687,1023766,1092694,1386601,1163435,3961251,3961251,3961251,3961251
45,8,8.000,360177,449604,1133906,809828,1134192,1151176,1151176,1151176,1151176
46,7,7.000,372805,595990,1109852,918233,1182743,1208365,1208365,1208365,1208365
47,7,7.000,733119,946778,1135958,1912158,1191940,7159517,7159517,7159517,7159517
48,5,5.000,347827,1034649,1260804,1086666,1394932,1395118,1395118,1395118,1395118
49,1,1.000,949706,949706,949706,949706,949706,949706,949706,949706,949706
50,1,1.000,5017092,5017092,5017092,5017092,5017092,5017092,5017092,5017092,5017092
