Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1663.600,0.787,0.120,0.446,0.637,0.881,1.316,1.970,3.277,47.454,1.270
5,1313.200,0.886,0.082,0.458,0.640,0.976,1.961,2.556,3.536,6.939,1.128
10,865.200,0.649,0.137,0.456,0.570,0.748,0.934,1.158,2.023,7.878,1.541
15,860.000,0.609,0.132,0.452,0.563,0.707,0.844,0.953,1.538,2.879,1.642
20,802.800,0.588,0.303,0.443,0.531,0.690,0.823,0.921,1.325,6.020,1.701
25,772.800,0.581,0.299,0.439,0.526,0.690,0.813,0.898,1.223,4.915,1.721
30,724.000,0.675,0.289,0.437,0.527,0.678,0.814,0.927,2.433,157.304,1.483
35,781.400,0.583,0.285,0.447,0.532,0.683,0.812,0.883,1.150,6.499,1.715
40,813.600,0.560,0.287,0.433,0.514,0.659,0.791,0.859,1.017,4.486,1.786
45,693.000,0.556,0.295,0.427,0.507,0.647,0.776,0.837,1.067,6.381,1.800
50,860.200,0.560,0.308,0.441,0.518,0.658,0.780,0.841,1.022,2.818,1.785
55,824.400,0.541,0.288,0.427,0.496,0.622,0.762,0.831,0.993,4.159,1.847
60,163.000,0.561,0.312,0.438,0.515,0.658,0.801,0.858,0.990,2.479,1.783
