Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3855.200,2.586,0.105,0.411,0.637,1.164,2.504,3.381,85.684,541.373,0.387
5,3089.600,3.234,0.082,0.459,0.819,1.904,3.014,4.321,89.328,383.138,0.309
10,1994.400,5.019,0.119,0.556,1.201,2.235,3.388,6.602,95.275,192.215,0.199
15,2002.800,4.995,0.132,0.604,1.371,2.296,3.345,4.744,93.847,126.638,0.200
20,1858.000,5.380,0.243,0.569,1.293,2.184,3.194,4.405,97.211,364.353,0.186
25,1815.600,5.499,0.299,0.574,1.310,2.212,3.250,4.419,97.414,342.295,0.182
30,1635.200,6.401,0.260,0.556,1.257,2.183,3.333,9.139,104.052,369.135,0.156
35,1783.600,5.347,0.285,0.562,1.246,2.192,3.146,4.246,95.765,360.217,0.187
40,1883.800,5.303,0.236,0.545,1.219,2.113,3.058,4.041,97.677,359.944,0.189
45,1621.400,6.147,0.230,0.541,1.191,2.082,3.038,4.202,104.071,356.821,0.163
50,1984.800,5.058,0.204,0.544,1.187,2.088,3.047,3.980,97.425,368.410,0.198
55,1910.400,5.222,0.238,0.523,1.203,2.058,2.975,3.909,99.454,339.072,0.191
60,367.200,4.900,0.312,0.539,1.192,2.068,2.906,3.784,97.455,120.494,0.204
