Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,5357,5357.000,120,419,603,1887,861,2048,3117,47556,440065
1,3985,3985.000,105,469,802,2584,1775,2830,3691,84304,447619
2,5614,5614.000,108,344,528,2026,881,1733,2719,10037,541373
3,1141,1141.000,195,661,1199,7196,2398,3324,5011,98945,537993
4,3179,3179.000,109,417,670,3097,1560,2823,3802,92714,257448
5,4583,4583.000,82,399,810,2224,1786,2733,3682,29540,383138
6,4577,4577.000,123,391,676,2147,1394,2519,3590,35514,357865
7,1671,1671.000,301,699,1636,5949,2634,3924,13303,97675,120244
8,2961,2961.000,131,450,693,3426,1759,3052,4157,91388,221707
9,1656,1656.000,330,644,1515,5950,2489,3770,24127,94227,166310
10,1647,1647.000,319,660,1414,6080,2496,3682,26182,97084,124148
11,1669,1669.000,221,605,1413,6002,2362,3573,34784,97658,136110
12,2832,2832.000,119,448,772,3493,1870,3113,5065,89352,192215
13,1894,1894.000,308,607,1378,5347,2292,3489,7447,95276,130763
14,1930,1930.000,304,591,1362,5176,2256,3136,5641,95519,126996
15,1939,1939.000,330,599,1370,5077,2245,3218,7390,92700,126638
16,2369,2369.000,132,586,1335,4442,2261,3310,4257,92575,125612
17,1725,1725.000,323,596,1413,5545,2291,3350,9822,98485,124799
18,2019,2019.000,319,644,1434,5004,2389,3399,4455,94797,110444
19,1962,1962.000,297,605,1308,5085,2297,3394,4788,93714,117510
20,2003,2003.000,306,548,1233,4981,2108,3109,4321,96989,126452
21,1978,1978.000,311,557,1314,4988,2198,3186,4405,96012,126816
22,2302,2302.000,283,607,1416,4356,2235,3124,4072,93633,124410
23,1598,1598.000,303,577,1258,6292,2237,3460,83284,99412,126938
24,1409,1409.000,243,545,1204,7136,2112,3085,4728,114019,364353
25,1976,1976.000,313,577,1377,4925,2238,3198,4198,96946,120418
26,1724,1724.000,311,593,1273,5915,2192,3427,14095,99396,125467
27,1969,1969.000,315,609,1376,5090,2255,3337,4295,95046,126273
28,1915,1915.000,299,529,1213,5237,2140,3112,4412,96584,125879
29,1494,1494.000,309,578,1334,6651,2232,3159,4165,107822,342295
30,1582,1582.000,273,547,1230,6428,2185,3499,32950,105798,269428
31,1023,1023.000,317,611,1499,9512,2456,5241,28580,189400,369135
32,1547,1547.000,306,522,1207,6509,2044,3012,4205,107033,344406
33,1954,1954.000,260,562,1228,5069,2158,3127,4086,96825,123135
34,2070,2070.000,285,560,1233,6018,2170,3257,4144,99283,355747
35,1632,1632.000,312,557,1169,4712,2070,2966,3932,96620,327694
36,1682,1682.000,323,604,1298,5914,2299,3599,12737,95852,119502
37,2022,2022.000,326,565,1284,4818,2225,3137,3945,92681,122037
38,2059,2059.000,285,533,1217,4924,2118,3059,4191,95115,126842
39,1523,1523.000,325,563,1278,6674,2230,3056,3957,101496,360217
40,1180,1180.000,247,603,1289,8268,2191,3285,84511,119316,359944
41,2074,2074.000,304,551,1196,4859,2105,3076,3978,95649,124349
42,1994,1994.000,287,525,1210,4985,2068,2978,4009,98104,126498
43,2110,2110.000,310,559,1276,4768,2130,2975,3882,95495,126640
44,2061,2061.000,236,525,1137,4904,2091,2997,4085,95672,126620
45,2223,2223.000,276,543,1180,4621,2037,2872,3773,98491,339805
46,1465,1465.000,230,539,1209,6614,2116,3062,5494,109728,356821
47,1196,1196.000,322,570,1118,8377,2145,3279,84825,118155,340616
48,1896,1896.000,298,547,1244,5490,2083,3028,4080,98246,353601
49,1327,1327.000,298,526,1195,7116,2080,3010,4555,105126,344633
50,1894,1894.000,308,547,1161,5963,2106,3120,4022,102910,368410
51,1833,1833.000,204,525,1187,4761,2061,2879,3858,96225,119662
52,1919,1919.000,259,543,1198,5222,2043,2957,4131,97898,124762
53,2193,2193.000,277,547,1167,4517,2119,3099,3925,93336,124145
54,2085,2085.000,281,557,1222,4911,2120,3133,3970,97098,130052
55,1916,1916.000,309,531,1206,5163,2056,3002,4007,100052,128310
56,2148,2148.000,312,517,1174,5034,2107,3014,3900,97029,338852
57,1505,1505.000,305,515,1198,6066,1976,3059,3947,102864,339072
58,2029,2029.000,291,526,1251,4992,2101,2921,3824,97571,123543
59,1954,1954.000,238,520,1198,5073,1991,2952,3977,99855,123082
60,1836,1836.000,312,539,1192,4899,2068,2906,3784,97455,120494
