Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1758.200,1.244,0.105,0.381,0.632,1.842,2.875,3.528,6.376,37.653,0.804
5,1417.000,1.762,0.086,0.461,1.382,2.319,3.271,4.129,11.711,36.057,0.568
10,889.800,2.145,0.119,1.530,2.070,2.655,3.391,3.896,5.335,12.757,0.466
15,912.000,2.259,0.171,1.701,2.153,2.666,3.362,3.761,4.311,5.423,0.443
20,833.400,2.182,0.767,1.626,2.067,2.574,3.272,3.691,4.185,5.230,0.458
25,824.000,2.197,0.690,1.642,2.085,2.596,3.303,3.681,4.260,5.269,0.455
30,714.800,2.559,0.853,1.640,2.069,2.668,3.434,3.908,12.805,102.171,0.391
35,792.400,2.248,0.804,1.651,2.109,2.668,3.307,3.708,4.365,16.832,0.445
40,845.400,2.146,0.673,1.605,2.033,2.559,3.171,3.567,4.159,4.595,0.466
45,726.200,2.126,0.789,1.577,1.999,2.508,3.151,3.603,4.261,8.452,0.470
50,887.600,2.153,0.805,1.593,2.028,2.574,3.219,3.617,4.233,5.064,0.464
55,864.000,2.115,0.802,1.583,1.982,2.504,3.131,3.554,4.204,8.970,0.473
60,158.200,2.132,0.791,1.661,2.037,2.536,3.097,3.481,4.124,4.716,0.469
