Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2244.600,2.676,1.162,2.016,2.332,2.758,3.762,4.472,6.313,103.444,0.374
5,2578.800,2.318,1.022,1.909,2.182,2.479,3.289,3.728,4.673,7.480,0.431
10,2616.800,2.319,1.086,1.916,2.182,2.463,3.293,3.744,4.639,6.933,0.431
15,2598.000,2.330,1.096,1.914,2.182,2.473,3.294,3.731,4.806,11.739,0.429
20,2603.200,2.322,1.146,1.911,2.185,2.481,3.287,3.714,4.816,9.324,0.431
25,2605.200,2.339,1.064,1.925,2.192,2.496,3.311,3.763,4.749,8.862,0.428
30,2606.600,2.299,1.134,1.899,2.177,2.457,3.235,3.696,4.612,6.839,0.435
35,2418.400,2.476,1.136,1.964,2.236,2.575,3.456,4.054,6.486,35.225,0.404
40,2445.600,2.470,1.184,1.946,2.215,2.537,3.439,4.101,7.154,36.827,0.405
45,2414.600,2.479,1.127,1.939,2.208,2.548,3.474,4.070,7.044,49.916,0.403
50,2495.200,2.409,1.119,1.894,2.178,2.494,3.378,3.951,6.015,38.157,0.415
55,2477.600,2.439,1.103,1.950,2.220,2.553,3.384,4.000,5.985,25.158,0.410
