Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,205.600,4.757,2.760,3.876,4.325,4.935,5.880,6.696,11.176,123.157,0.210
5,226.200,4.214,2.633,3.701,4.098,4.592,5.213,5.580,6.585,7.254,0.237
10,218.600,4.153,2.649,3.644,4.034,4.508,5.179,5.653,6.295,6.904,0.241
15,225.200,4.184,2.499,3.666,4.036,4.525,5.141,5.707,6.776,8.962,0.239
20,227.200,4.206,2.591,3.673,4.058,4.571,5.240,5.754,6.619,8.095,0.238
25,220.600,4.234,2.726,3.684,4.109,4.588,5.235,5.749,7.381,9.019,0.236
30,227.000,4.217,2.638,3.722,4.107,4.560,5.255,5.676,6.226,7.126,0.237
35,229.600,4.449,2.714,3.766,4.176,4.640,5.440,5.958,12.590,25.865,0.225
40,220.200,4.443,2.649,3.732,4.133,4.646,5.512,6.321,11.688,23.368,0.225
45,222.000,4.694,2.609,3.726,4.184,4.692,5.682,6.845,20.362,48.817,0.213
50,226.400,4.468,2.856,3.683,4.064,4.576,5.484,6.240,12.409,35.890,0.224
55,229.400,4.390,2.774,3.738,4.139,4.639,5.507,6.073,9.512,16.618,0.228
