Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2848,2848.000,471,1400,2590,3502,3912,5390,6908,19526,123157
1,5072,5072.000,297,852,1951,1965,2562,3497,4267,5648,9969
2,5440,5440.000,288,809,1829,1833,2424,3053,3996,5062,7979
3,5570,5570.000,272,769,1805,1790,2323,3232,3926,4995,7223
4,5838,5838.000,256,756,1729,1705,2268,2738,3621,4685,6204
5,5873,5873.000,263,750,1681,1697,2255,2742,3695,4777,7332
6,5849,5849.000,259,748,1704,1704,2240,2749,3695,4757,7480
7,5777,5777.000,251,769,1710,1725,2281,2887,3671,4889,7121
8,5644,5644.000,249,764,1739,1766,2317,3218,3890,4897,7254
9,5698,5698.000,265,750,1767,1750,2286,3072,3787,4854,6875
10,5825,5825.000,262,748,1707,1710,2260,2949,3673,4762,6685
11,5761,5761.000,264,741,1746,1730,2266,3062,3771,4760,6933
12,5685,5685.000,254,757,1788,1756,2286,3079,3792,4916,6541
13,5924,5924.000,259,742,1672,1681,2234,2724,3639,4602,6494
14,5715,5715.000,243,761,1767,1745,2293,2982,3702,4824,6904
15,5915,5915.000,259,739,1713,1687,2222,2766,3645,4531,6815
16,5685,5685.000,258,758,1768,1756,2292,3176,3819,4825,7208
17,5669,5669.000,251,754,1768,1759,2303,3073,3799,5028,7254
18,5579,5579.000,285,787,1784,1789,2312,3196,3715,5255,11739
19,5825,5825.000,235,741,1728,1714,2252,2918,3777,4719,7219
20,5604,5604.000,259,758,1747,1780,2309,3307,3934,5225,9324
21,5822,5822.000,262,750,1714,1716,2261,2904,3649,4770,8095
22,5725,5725.000,237,761,1739,1741,2287,2955,3765,4967,7873
23,5855,5855.000,269,751,1710,1704,2253,2800,3627,4794,7047
24,5800,5800.000,277,749,1725,1720,2275,2932,3695,4720,7062
25,5823,5823.000,269,749,1745,1714,2253,2903,3754,4692,6768
26,5866,5866.000,268,742,1709,1701,2257,2857,3620,4626,8318
27,5626,5626.000,258,770,1744,1774,2319,3177,3872,4932,8303
28,5600,5600.000,257,754,1743,1783,2307,3272,3840,5235,8862
29,5780,5780.000,260,754,1720,1727,2271,2804,3718,5029,9019
30,5877,5877.000,261,737,1692,1698,2237,2879,3697,4990,6969
31,5723,5723.000,263,744,1745,1745,2288,3114,3855,4946,6788
32,5861,5861.000,255,750,1723,1705,2272,2696,3658,4663,6778
33,5943,5943.000,249,742,1660,1677,2237,2719,3640,4713,6573
34,5734,5734.000,232,753,1754,1740,2295,2994,3792,4772,7126
35,5618,5618.000,281,765,1778,1778,2317,3157,3869,4817,7265
36,4522,4522.000,271,816,1923,2207,2450,3912,5484,10205,35225
37,5790,5790.000,244,751,1733,1725,2272,2947,3771,4718,9683
38,5782,5782.000,199,744,1761,1727,2287,2901,3698,4762,8836
39,5265,5265.000,268,806,1843,1896,2431,3477,4184,5677,8936
40,5707,5707.000,266,753,1756,1751,2285,2904,3793,4932,9726
41,4734,4734.000,254,791,1839,2108,2361,3626,5346,9789,36827
42,5478,5478.000,247,759,1769,1823,2322,3358,4056,5404,14783
43,5550,5550.000,234,759,1813,1801,2294,3187,3860,5255,13968
44,5608,5608.000,266,766,1794,1781,2330,3054,3840,5394,10379
45,5887,5887.000,253,739,1708,1698,2246,2711,3717,4744,6650
46,4070,4070.000,278,873,1977,2456,2605,4347,6331,13910,49916
47,5507,5507.000,255,763,1786,1813,2324,3382,4017,5287,10481
48,5781,5781.000,268,746,1699,1726,2255,3074,3703,5097,9955
49,5619,5619.000,270,784,1824,1778,2328,2963,3747,5062,9389
50,5643,5643.000,239,746,1764,1771,2297,3206,3850,5140,9361
51,5168,5168.000,253,737,1662,1932,2219,3172,4030,11484,38157
52,5361,5361.000,241,759,1774,1862,2345,3553,4175,5660,11325
53,5758,5758.000,251,738,1739,1736,2276,2968,3780,5142,9007
54,5813,5813.000,261,746,1726,1718,2262,2853,3723,4764,8367
55,5645,5645.000,246,762,1792,1769,2319,3045,3799,5064,8028
56,5357,5357.000,239,768,1780,1874,2335,3286,4012,5981,25158
57,5388,5388.000,242,766,1747,1845,2287,3349,4162,6952,16618
58,5707,5707.000,259,753,1744,1751,2278,3021,3835,5243,7590
59,5348,5348.000,245,806,1840,1861,2382,3243,4027,5875,12696
