Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4953.600,2.013,0.256,0.829,1.882,2.465,3.536,4.331,6.061,123.157,0.497
5,5768.200,1.729,0.249,0.756,1.715,2.275,2.950,3.743,4.844,7.480,0.578
10,5782.000,1.725,0.243,0.749,1.732,2.266,2.956,3.729,4.764,6.933,0.580
15,5734.600,1.741,0.235,0.755,1.749,2.272,3.055,3.745,4.857,11.739,0.574
20,5761.200,1.733,0.237,0.754,1.727,2.276,2.977,3.736,4.898,9.324,0.577
25,5739.000,1.740,0.257,0.753,1.732,2.279,3.021,3.768,4.892,9.019,0.575
30,5827.600,1.713,0.232,0.745,1.713,2.267,2.875,3.740,4.790,7.126,0.584
35,5395.400,1.851,0.199,0.771,1.799,2.341,3.285,4.044,5.844,35.225,0.540
40,5415.400,1.845,0.234,0.764,1.793,2.318,3.222,4.024,6.126,36.827,0.542
45,5372.800,1.860,0.253,0.766,1.782,2.322,3.292,4.033,6.185,49.916,0.538
50,5548.600,1.801,0.239,0.745,1.730,2.276,3.195,3.929,5.503,38.157,0.555
55,5489.000,1.819,0.239,0.769,1.779,2.319,3.192,3.955,5.641,25.158,0.550
