Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2111.800,1.257,0.488,0.697,0.834,1.585,2.304,2.556,3.803,102.399,0.796
5,2503.800,1.092,0.439,0.655,0.767,1.464,2.176,2.330,2.563,4.119,0.916
10,2477.600,1.087,0.484,0.653,0.758,1.465,2.152,2.300,2.521,4.223,0.920
15,2454.000,1.098,0.469,0.652,0.765,1.462,2.159,2.316,2.607,5.013,0.911
20,2465.800,1.090,0.436,0.657,0.764,1.457,2.154,2.318,2.592,5.136,0.917
25,2444.800,1.090,0.451,0.656,0.764,1.459,2.142,2.309,2.591,6.740,0.918
30,2511.600,1.091,0.463,0.656,0.763,1.461,2.170,2.313,2.518,5.645,0.917
35,2310.400,1.168,0.491,0.669,0.792,1.514,2.214,2.403,3.435,24.913,0.856
40,2324.400,1.163,0.457,0.662,0.784,1.498,2.211,2.388,3.203,36.207,0.860
45,2305.200,1.166,0.381,0.660,0.790,1.495,2.203,2.408,3.673,12.158,0.858
50,2405.800,1.126,0.452,0.650,0.761,1.463,2.178,2.339,3.083,33.805,0.888
55,2345.000,1.132,0.468,0.663,0.788,1.484,2.184,2.359,3.068,18.158,0.883
