Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1745028458.513987	1745028497.3792896	38.86530256271362	0.0
2	1745028497.4391804	1745028521.1181347	23.678954362869263	0.0598907470703125
3	1745028521.1788564	1745028566.1036224	44.924766063690186	0.060721635818481445
4	1745028566.1653347	1745028590.0579479	23.892613172531128	0.06171226501464844
5	1745028590.1203942	1745028629.0313141	38.91091990470886	0.06244635581970215
6	1745028629.095273	1745028652.7378275	23.64255452156067	0.06395888328552246
7	1745028652.802185	1745028840.4886227	187.68643760681152	0.06435751914978027
8	1745028840.5036361	1745029028.3487966	187.84516048431396	0.015013456344604492
9	1745029030.892716	1745029089.8247597	58.93204379081726	2.543919324874878
10	1745029089.891164	1745029116.1755981	26.2844340801239	0.06640434265136719
11	1745029116.2454317	1745029304.489393	188.24396133422852	0.06983351707458496
12	1745029304.510131	1745029492.7623427	188.25221180915833	0.020737886428833008
13	1745029492.7789423	1745029680.6139276	187.83498525619507	0.016599655151367188
14	1745029680.630579	1745029868.3598235	187.7292444705963	0.016651391983032227
15	1745029868.3781207	1745029891.3937852	23.01566457748413	0.018297195434570312
16	1745029891.4715457	1745029914.4261	22.954554319381714	0.07776045799255371
17	1745029914.5998056	1745029976.4789722	61.87916660308838	0.1737055778503418
18	1745029979.021687	1745030004.9298122	25.908125162124634	2.542714834213257
19	1745030005.0086184	1745030050.5130322	45.50441384315491	0.07880616188049316
20	1745030050.5932653	1745030109.0436432	58.45037794113159	0.08023309707641602
21	1745030109.1252878	1745030297.3506873	188.22539949417114	0.08164453506469727
22	1745030297.3694212	1745030343.7697322	46.40031099319458	0.018733978271484375
23	1745030343.8523417	1745030370.189516	26.33717441558838	0.08260941505432129
24	1745030370.2737784	1745030561.3768003	191.10302186012268	0.08426237106323242
25	1745030561.4314814	1745030608.8311508	47.39966940879822	0.05468106269836426
26	1745030611.6785538	1745030658.4468498	46.768296003341675	2.847403049468994
27	1745030658.536751	1745030681.751382	23.21463108062744	0.08990120887756348
28	1745030681.8393798	1745030707.8047278	25.9653480052948	0.0879976749420166
29	1745030707.8932729	1745030748.4137359	40.52046298980713	0.08854508399963379
30	1745030748.5132082	1745030936.7485876	188.23537945747375	0.0994722843170166
31	1745030936.7737904	1745030978.09985	41.32605957984924	0.02520275115966797
32	1745030978.1910226	1745031001.7716157	23.58059310913086	0.09117269515991211
33	1745031004.5538678	1745031055.736487	51.18261909484863	2.782252073287964
