Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.600,2.003,1.044,1.364,1.872,2.428,3.202,3.360,4.577,4.577,0.499
5,18.800,1.482,1.044,1.241,1.378,1.771,1.930,2.013,2.432,2.432,0.675
10,16.600,1.400,0.933,1.201,1.287,1.448,1.945,2.012,2.168,2.168,0.714
15,19.000,1.379,1.017,1.197,1.272,1.423,1.876,2.012,2.121,2.121,0.725
20,15.800,1.431,1.070,1.228,1.302,1.588,1.916,2.105,2.231,2.231,0.699
25,18.200,1.420,1.027,1.230,1.304,1.577,1.903,2.042,2.116,2.116,0.704
30,17.600,1.396,1.084,1.230,1.300,1.470,1.837,1.914,2.120,2.120,0.716
35,15.200,1.433,1.137,1.233,1.316,1.773,1.867,1.942,2.157,2.157,0.698
40,19.800,1.395,1.025,1.236,1.285,1.441,1.908,1.963,2.048,2.048,0.717
45,17.000,1.406,1.098,1.220,1.284,1.429,1.908,1.948,2.170,2.170,0.711
50,24.200,1.438,1.045,1.214,1.309,1.714,1.931,2.044,2.161,2.644,0.695
55,16.200,1.396,1.069,1.219,1.278,1.439,1.871,1.971,2.076,2.076,0.716
60,3.600,1.307,1.131,1.193,1.237,1.383,1.621,1.725,1.725,1.725,0.765
