Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,552,552.000,488,1549,2446,17794,43371,51605,76199,146142,219026
1,454,454.000,409,1576,2482,21786,44225,53922,79132,158543,323349
2,443,443.000,464,1588,2513,22958,44736,59618,81062,161297,304963
3,429,429.000,410,1365,2609,22942,43495,56997,82398,168472,300272
4,463,463.000,413,1481,2628,21834,43985,52611,83104,172396,287504
5,467,467.000,407,1654,2492,21128,44152,53923,78326,152015,359808
6,501,501.000,354,1262,2312,19926,43783,59418,80626,159497,207217
7,451,451.000,413,1456,2460,22535,43584,62701,80578,191798,303962
8,433,433.000,376,1411,2246,23125,44222,69837,83132,157347,336897
9,395,395.000,395,1473,2569,25428,44368,72228,99848,160967,312537
10,418,418.000,406,1464,2669,24123,43847,68439,84952,156123,259637
11,515,515.000,399,1221,2200,18804,43324,48738,71487,118934,299587
12,473,473.000,395,1349,2422,21405,43957,52482,78246,179151,313749
13,395,395.000,379,1432,2517,25142,43975,70169,93034,224394,256738
14,469,469.000,364,1321,2280,21445,43478,61355,85595,159212,249248
15,454,454.000,430,1310,2253,22118,43792,62770,81912,188874,251383
16,493,493.000,394,1341,2313,20090,43837,48579,76084,198466,278074
17,452,452.000,383,1276,2269,22080,44104,63558,79952,155343,222363
18,492,492.000,368,1286,2317,20573,43160,60873,90475,201009,280225
19,448,448.000,348,1414,2355,22186,43736,53415,79066,155100,230864
20,407,407.000,362,1534,2654,24486,44406,71596,95626,174778,228978
21,494,494.000,370,1356,2379,20637,43491,56860,77354,166135,349302
22,450,450.000,395,1332,2437,21628,43477,57034,78841,175155,246135
23,445,445.000,379,1427,2460,23067,43870,57219,79056,206264,286268
24,439,439.000,374,1403,2356,22396,43897,63423,82454,162482,261003
25,443,443.000,370,1405,2296,22276,44272,64149,79828,132590,343094
26,436,436.000,388,1385,2391,23225,43823,62556,79189,189555,317264
27,497,497.000,366,1321,2346,20241,43721,55712,79276,160182,232031
28,437,437.000,398,1359,2385,23060,44141,62689,83138,157804,245683
29,503,503.000,381,1384,2193,19408,43213,48973,78157,134856,305859
30,501,501.000,364,1385,2169,20338,43364,50710,77982,150177,306125
31,449,449.000,390,1169,2051,22070,44147,57896,79116,168364,260208
32,486,486.000,388,1319,2081,20556,43543,54365,75968,192184,305788
33,425,425.000,382,1435,2274,24311,43695,63193,84479,157095,370017
34,425,425.000,399,1355,2328,22743,43524,62953,80035,150396,274340
35,445,445.000,376,1365,2575,22226,43947,61528,78444,177941,235529
36,449,449.000,390,1314,2434,22466,43667,62251,79276,182590,307359
37,457,457.000,361,1358,2242,22257,43319,59324,78482,193149,314848
38,452,452.000,364,1564,2316,21376,43833,62590,77400,153936,253039
39,442,442.000,358,1324,2239,22768,43888,62373,78898,185867,245163
40,473,473.000,398,1300,2218,21219,43796,52200,78852,180050,296584
41,506,506.000,392,1323,2233,19558,43372,52071,77842,158245,267617
42,480,480.000,362,1295,2088,21127,43748,53095,88023,171536,303435
43,439,439.000,373,1326,2289,23052,43780,64128,78679,214055,255069
44,494,494.000,363,1221,2098,19813,43344,49078,77527,173777,336835
45,446,446.000,364,1278,2399,22472,43765,58485,80725,157162,227312
46,430,430.000,360,1547,2688,23397,43901,61758,83285,184512,282097
47,459,459.000,393,1339,2229,22022,43755,61775,81392,186200,237382
48,444,444.000,368,1263,2212,22066,43677,61293,78829,166188,275031
49,470,470.000,355,1416,2417,21378,43740,54391,78527,154461,266470
50,479,479.000,349,1307,2193,20886,43769,59624,78197,136139,442006
51,462,462.000,396,1310,2261,21915,43505,63781,79858,163696,267119
52,500,500.000,359,1277,2109,19657,43347,53837,77773,163859,376367
53,460,460.000,357,1361,2350,21810,43842,58790,78567,156215,309493
54,460,460.000,354,1324,2305,21832,43833,57197,80061,183401,243188
55,405,405.000,414,1329,2340,24291,44198,62945,79332,169329,381476
56,483,483.000,398,1249,2362,21484,43571,60970,79286,173329,282587
57,436,436.000,363,1301,2418,22155,43718,62969,80150,167924,194279
58,401,401.000,354,1398,2416,25391,44068,66383,90740,206924,256176
59,438,438.000,411,1432,2362,22662,43715,61105,78729,160272,248049
60,481,481.000,388,1337,2224,19162,43242,49719,72535,157935,307564
