Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,468.200,21.288,0.409,1.522,2.522,44.018,54.124,79.520,161.297,323.349,0.047
5,449.400,22.284,0.354,1.434,2.413,44.066,61.703,80.599,157.347,359.808,0.045
10,454.000,21.975,0.364,1.324,2.405,43.769,58.870,79.581,181.791,313.749,0.046
15,467.800,21.372,0.348,1.315,2.286,43.767,57.649,79.696,169.816,280.225,0.047
20,447.000,22.367,0.362,1.426,2.437,43.802,61.691,79.297,174.778,349.302,0.045
25,463.200,21.544,0.366,1.370,2.305,43.865,61.951,79.276,170.217,343.094,0.046
30,457.200,21.911,0.364,1.320,2.178,43.701,60.009,78.594,168.364,370.017,0.046
35,449.000,22.216,0.358,1.363,2.359,43.746,61.264,78.736,175.601,314.848,0.045
40,478.400,20.896,0.362,1.290,2.185,43.591,53.919,78.416,174.169,336.835,0.048
45,449.800,22.249,0.355,1.346,2.362,43.794,59.947,80.271,168.461,282.097,0.045
50,472.200,21.192,0.349,1.310,2.242,43.663,60.803,78.586,163.696,442.006,0.047
55,432.600,23.108,0.354,1.329,2.375,43.748,62.541,79.477,174.221,381.476,0.043
60,96.200,19.162,0.388,1.337,2.224,43.242,49.719,72.535,157.935,307.564,0.052
