Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,216.400,2.405,0.992,1.729,2.230,2.831,3.831,4.359,4.984,5.528,0.416
5,201.000,2.314,0.986,1.707,2.145,2.625,3.604,4.148,5.067,11.317,0.432
10,204.000,2.266,0.904,1.597,2.112,2.657,3.489,4.097,4.776,8.090,0.441
15,209.000,2.241,0.957,1.636,2.074,2.546,3.487,4.027,4.625,8.096,0.446
20,203.400,2.311,0.973,1.652,2.091,2.668,3.731,4.278,5.010,6.301,0.433
25,217.000,2.225,0.732,1.617,2.087,2.569,3.418,3.993,4.653,8.059,0.449
30,204.000,2.125,0.928,1.569,1.940,2.443,3.245,3.925,4.559,6.019,0.471
35,202.600,2.217,0.895,1.620,2.094,2.575,3.436,4.007,4.578,5.108,0.451
40,214.800,2.145,0.766,1.562,1.975,2.482,3.292,3.957,4.622,5.467,0.466
45,198.400,2.229,0.804,1.602,2.078,2.596,3.548,3.937,4.526,5.670,0.449
50,208.000,2.181,0.823,1.579,2.032,2.596,3.348,3.864,4.611,5.274,0.459
55,184.000,2.213,0.944,1.606,2.034,2.580,3.435,3.889,4.583,5.261,0.452
60,45.800,2.217,1.003,1.617,2.055,2.485,3.683,4.177,4.636,5.046,0.451
