Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.000,139.002,59.349,96.426,127.020,161.614,204.762,287.504,323.349,323.349,0.007
5,19.600,136.641,59.056,98.510,127.260,152.805,206.026,277.964,359.808,359.808,0.007
10,18.800,144.760,58.558,97.865,130.436,179.151,233.834,256.738,313.749,313.749,0.007
15,19.800,140.705,58.187,97.606,132.832,166.364,218.075,233.398,280.225,280.225,0.007
20,17.400,147.920,57.034,105.098,138.176,175.155,230.145,246.135,349.302,349.302,0.007
25,18.800,141.253,65.918,96.460,128.149,170.217,219.659,245.683,343.094,343.094,0.007
30,19.000,148.392,57.132,111.324,136.185,161.844,250.597,279.503,370.017,370.017,0.007
35,18.800,145.204,57.227,102.594,137.017,174.419,226.859,253.039,314.848,314.848,0.007
40,16.600,150.753,56.377,97.660,145.896,185.288,238.070,258.430,336.835,336.835,0.007
45,20.000,139.383,66.216,100.556,125.357,166.188,233.372,252.505,282.097,282.097,0.007
50,17.200,145.840,57.973,94.616,127.259,166.544,243.188,285.259,442.006,442.006,0.007
55,18.600,145.654,73.968,109.302,131.287,173.329,216.213,248.049,381.476,381.476,0.007
60,2.600,155.782,90.615,111.510,124.078,167.922,285.456,307.564,307.564,307.564,0.006
