Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,199.200,30.461,0.409,0.734,43.728,45.456,57.938,77.237,81.062,87.295,0.033
5,191.800,31.035,0.354,0.669,43.779,45.418,60.446,78.475,82.180,119.054,0.032
10,198.200,30.046,0.364,0.601,43.505,45.073,55.949,76.680,80.854,109.727,0.033
15,204.400,28.789,0.348,0.584,43.367,44.971,53.257,74.312,80.124,121.877,0.035
20,192.400,30.642,0.362,0.589,43.491,44.719,55.983,75.994,79.521,107.519,0.033
25,193.800,30.898,0.366,0.620,43.602,45.278,59.585,78.157,81.080,131.375,0.032
30,199.000,29.222,0.364,0.557,43.345,44.875,54.247,74.628,79.414,86.215,0.034
35,195.600,30.707,0.358,0.593,43.440,44.841,59.197,77.455,79.657,133.499,0.033
40,211.400,29.292,0.362,0.554,43.344,44.636,54.795,76.865,79.795,93.023,0.034
45,196.400,29.869,0.355,0.605,43.473,44.759,54.386,74.221,80.452,138.483,0.033
50,203.000,29.537,0.349,0.590,43.376,44.894,57.197,77.773,80.120,98.819,0.034
55,196.000,30.533,0.354,0.606,43.384,44.762,60.501,77.908,79.658,85.561,0.033
60,41.400,29.178,0.388,0.593,43.173,44.537,58.746,73.388,78.729,81.786,0.034
