Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,40.800,0.673,0.273,0.468,0.599,0.783,0.933,1.061,2.138,6.172,1.485
5,45.000,0.400,0.217,0.333,0.379,0.455,0.533,0.569,0.697,0.907,2.500
10,47.600,0.390,0.185,0.297,0.333,0.393,0.471,0.526,1.013,8.316,2.561
15,47.600,0.365,0.205,0.303,0.341,0.393,0.486,0.538,0.824,1.334,2.742
20,44.200,0.377,0.222,0.299,0.339,0.383,0.469,0.509,1.587,2.875,2.654
25,51.800,0.359,0.183,0.290,0.327,0.382,0.471,0.509,0.717,3.734,2.785
30,42.200,0.354,0.214,0.297,0.333,0.386,0.460,0.493,0.800,1.478,2.822
35,39.800,0.338,0.227,0.283,0.321,0.356,0.446,0.498,0.810,0.880,2.959
40,46.600,0.360,0.200,0.290,0.327,0.374,0.474,0.522,0.798,3.061,2.777
45,44.200,0.329,0.204,0.279,0.319,0.360,0.411,0.472,0.628,0.867,3.041
50,40.400,0.335,0.215,0.281,0.314,0.364,0.436,0.485,0.644,0.674,2.989
55,52.400,0.357,0.191,0.284,0.319,0.369,0.457,0.520,0.662,4.503,2.800
60,15.600,0.354,0.216,0.279,0.321,0.394,0.507,0.586,0.788,0.788,2.826
