Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.600,11265.865,11265.510,11265.510,11266.008,11266.076,11266.076,11266.076,11266.076,11266.076,0.000
5,1.000,5169.845,5014.337,5191.191,5191.276,5226.109,5226.313,5226.313,5226.313,5226.313,0.000
10,3.800,1282.258,289.647,290.178,364.244,3906.232,3931.037,3986.107,3986.107,3986.107,0.001
15,1.800,1163.803,251.526,339.538,357.613,511.065,4040.181,4040.181,4040.181,4040.181,0.001
20,1.800,3526.848,332.783,364.229,476.235,7412.525,7583.186,7583.186,7583.186,7583.186,0.000
25,2.000,2230.637,373.166,2108.839,2227.857,2321.775,4024.783,4024.783,4024.783,4024.783,0.000
30,1.600,5186.669,324.029,6653.031,6791.635,6869.544,6869.572,6869.572,6869.572,6869.572,0.000
35,2.800,786.912,308.445,310.378,365.307,564.264,1861.835,4377.781,4377.781,4377.781,0.001
40,1.800,3078.378,320.416,432.383,4371.718,4439.996,4565.169,4565.169,4565.169,4565.169,0.000
45,0.600,3445.615,628.337,628.337,4852.720,4855.787,4855.787,4855.787,4855.787,4855.787,0.000
50,0.600,4200.044,4172.971,4172.971,4176.290,4250.871,4250.871,4250.871,4250.871,4250.871,0.000
55,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
