Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,154,154.000,662,2050,4765,190357,11318,22460,3136125,3145758,3170711
1,302,302.000,350,782,2083,3272,4167,7800,9829,17092,20515
2,189,189.000,628,2169,4695,5269,7784,9286,10832,19470,19906
3,333,333.000,413,846,2013,86827,4610,7993,13222,3097542,3111479
4,277,277.000,364,1700,2130,3590,5216,8021,9234,15284,16749
5,246,246.000,293,1771,2229,4054,6183,8839,9792,15847,17033
6,255,255.000,370,1700,2334,89480,6615,14372,19673,3085720,3107161
7,191,191.000,1520,2129,4703,53891,7324,9562,12584,3101864,3109177
8,207,207.000,1486,1951,2942,4766,7383,9067,9717,16392,21856
9,176,176.000,1428,2146,5453,100036,8698,14822,27527,3095808,3120788
10,208,208.000,1265,1994,4428,64421,6460,9240,15509,3085292,3113738
11,221,221.000,914,1783,3469,4509,7260,8699,9122,14581,16275
12,181,181.000,1559,2156,5384,79354,7709,9905,15792,3092450,3097701
13,193,193.000,1519,2091,4543,64253,7757,12202,16067,3090930,3099299
14,196,196.000,1594,2093,4341,36520,7051,9273,11509,3094257,3097740
15,208,208.000,760,1910,4601,64401,7373,9411,13259,3091053,3106680
16,197,197.000,1516,1992,4455,51792,7136,9754,15788,3063238,3068536
17,208,208.000,1437,1849,4415,34528,7238,8982,13417,18171,3102033
18,346,346.000,366,983,1779,38442,3718,8393,9211,3050537,3079197
19,733,733.000,213,403,945,13929,1668,2194,3680,11863,3086641
20,235,235.000,878,1743,3308,30556,6192,8559,9634,16648,3092893
21,186,186.000,839,1999,5392,61019,7814,10434,15880,3082627,3094721
22,270,270.000,398,1667,2177,49566,5434,8464,10957,3085497,3112108
23,203,203.000,985,1850,4142,25194,7396,9012,14944,18376,3068379
24,190,190.000,1275,2061,5169,70146,7509,10592,15060,3082983,3087102
25,200,200.000,1334,2121,4629,66709,7774,10202,16321,3072382,3096060
26,224,224.000,661,1856,3276,18159,7046,8813,9544,15477,3073061
27,306,306.000,267,984,1844,30404,5470,8365,14559,1042136,3108449
28,180,180.000,1450,2251,4941,79791,8197,12096,15945,3088606,3101716
29,188,188.000,1421,2057,4452,54504,7912,10232,14910,3076904,3089005
30,219,219.000,1169,1748,3234,4558,6817,8406,9533,14851,16337
31,196,196.000,1574,2112,4784,68339,7732,9330,16565,3090963,3111124
32,194,194.000,1533,1913,4462,52928,7694,9802,15142,3086758,3091815
33,261,261.000,405,1546,2497,27481,5541,8749,11393,28884,3070572
34,206,206.000,1071,1905,3357,34744,7192,9366,14838,27090,3080836
35,200,200.000,1515,1925,4049,41629,7487,14222,17552,1067264,3088681
36,223,223.000,1468,1898,3589,78302,6601,8947,15772,3091705,3103977
37,185,185.000,1534,2234,5127,55603,8012,10152,16253,3086416,3087998
38,216,216.000,1340,1856,3844,18857,6729,8855,9826,15762,3077515
39,198,198.000,1530,1931,4066,83059,7774,13456,19803,3086109,3095819
40,217,217.000,1184,1828,3467,47400,7404,9260,11756,3080081,3106208
41,220,220.000,956,1835,3127,18601,6694,8858,9677,17829,3092127
42,192,192.000,1063,2006,4812,75149,8356,11821,16742,3083951,3112464
43,189,189.000,1667,2133,4847,70519,7697,9177,15282,3088906,3090698
44,206,206.000,1500,1808,4051,19880,6939,9003,14301,16109,3100703
45,228,228.000,953,1774,3185,58841,7422,8861,14095,3089528,3102264
46,195,195.000,918,1963,4924,68326,7442,9475,14943,3090701,3091765
47,206,206.000,1546,1970,3891,19964,7107,9564,11560,21586,3091856
48,194,194.000,1314,1982,4460,58446,7829,11419,18323,3085722,3096808
49,263,263.000,386,1739,2340,46919,6146,8836,14088,3053621,3088614
50,181,181.000,1492,2036,4350,56370,7933,10585,15147,3079006,3082470
51,198,198.000,1583,1890,4637,51610,7241,10219,15255,3079367,3081834
52,204,204.000,1400,1891,3969,40531,7854,10117,15119,1038020,3099373
53,204,204.000,1473,2091,4624,65479,7202,9650,11124,3080169,3109021
54,222,222.000,1464,1713,2892,36908,6909,8806,14318,1050202,3070545
55,267,267.000,347,1542,2106,38638,6138,8536,10096,3065627,3103546
56,198,198.000,1532,1940,4665,67493,7392,9659,15149,3097666,3099425
57,210,210.000,1140,1948,3934,4760,7206,8994,9830,15128,16146
58,201,201.000,1180,1951,4216,10244,7285,9479,14378,16279,1043547
59,200,200.000,1092,1808,4679,5253,7030,8974,14614,23872,32166
