Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.000,3.438,0.759,1.470,2.526,3.143,4.073,19.752,27.694,27.694,0.291
5,7.600,5.000,1.027,2.750,3.309,5.136,7.960,15.678,31.135,31.135,0.200
10,8.000,4.366,2.541,3.147,3.889,5.401,6.442,8.464,9.093,9.093,0.229
15,13.600,2.254,0.606,0.817,2.678,3.156,4.139,4.638,7.817,7.817,0.444
20,8.000,3.353,1.194,2.949,3.193,3.669,4.270,4.811,9.006,9.006,0.298
25,11.200,3.269,0.823,2.608,3.077,3.906,5.594,6.041,7.232,7.232,0.306
30,8.800,3.789,1.958,3.049,3.357,3.973,5.751,6.373,9.778,9.778,0.264
35,8.000,4.649,2.521,3.320,3.752,4.464,5.461,17.990,21.363,21.363,0.215
40,8.600,3.737,2.436,2.989,3.258,3.509,3.987,4.639,19.699,19.699,0.268
45,10.000,4.256,2.417,2.929,3.400,3.929,6.575,7.417,20.712,20.712,0.235
50,8.600,3.549,2.406,3.114,3.341,3.868,4.462,5.055,5.807,5.807,0.282
55,10.000,3.426,0.637,2.766,3.178,3.585,4.363,5.805,19.655,19.655,0.292
