Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.800,3923.580,3497.759,3607.602,4196.070,4392.889,4392.889,4392.889,4392.889,4392.889,0.000
5,1.000,3779.427,3280.380,3348.512,3643.915,4162.638,4461.688,4461.688,4461.688,4461.688,0.000
10,0.600,5137.124,4757.425,4757.425,5287.599,5366.349,5366.349,5366.349,5366.349,5366.349,0.000
15,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
20,1.200,3551.348,3285.272,3296.063,3370.628,3507.454,4551.088,4551.088,4551.088,4551.088,0.000
25,1.000,3484.521,3258.244,3329.759,3334.211,3336.186,4164.207,4164.207,4164.207,4164.207,0.000
30,0.200,3067.923,3067.923,3067.923,3067.923,3067.923,3067.923,3067.923,3067.923,3067.923,0.000
35,0.800,3194.228,2724.088,2780.102,2949.055,4323.668,4323.668,4323.668,4323.668,4323.668,0.000
40,0.600,3513.230,3246.650,3246.650,3257.063,4035.977,4035.977,4035.977,4035.977,4035.977,0.000
45,0.800,4024.970,3780.238,3823.434,3967.360,4528.848,4528.848,4528.848,4528.848,4528.848,0.000
50,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
55,0.800,3386.289,3147.080,3429.120,3484.200,3484.754,3484.754,3484.754,3484.754,3484.754,0.000
