Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,18,18.000,182720,245593,762557,1223209,1680395,4196070,4392889,4392889,4392889
1,7,7.000,1724,126543,994779,821153,1231218,1352131,1352131,1352131,1352131
2,30,30.000,1543,171123,245609,377095,338929,695750,729704,3497759,3497759
3,9,9.000,195995,1276212,2683125,2058515,2742623,3607602,3607602,3607602,3607602
4,3,3.000,151045,151045,677951,843686,1702064,1702064,1702064,1702064,1702064
5,3,3.000,193731,193731,630336,664146,1168372,1168372,1168372,1168372,1168372
6,35,35.000,880,233061,279107,406511,365474,670282,723324,3643915,3643915
7,18,18.000,1024,170792,648864,807582,758127,3348512,4162638,4162638,4162638
8,10,10.000,137635,188163,859627,876617,911462,3280380,3280380,3280380,3280380
9,21,21.000,575,165813,312818,513612,520414,618531,619023,4461688,4461688
10,18,18.000,120263,211884,323317,599381,377946,641448,5366349,5366349,5366349
11,33,33.000,593,1010,177556,372127,317999,635088,807696,5287599,5287599
12,22,22.000,443,734,72901,1228787,3420294,3617532,3621147,4757425,4757425
13,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1,1.000,1936501,1936501,1936501,1936501,1936501,1936501,1936501,1936501,1936501
15,3,3.000,133689,133689,133942,135473,138790,138790,138790,138790,138790
16,29,29.000,874,164542,305311,289393,402324,536981,646796,825599,825599
17,25,25.000,576,147868,319652,1832548,2897677,5422664,5425185,5440297,5440297
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,4,4.000,2555975,2947771,2948037,2850025,2948320,2948320,2948320,2948320,2948320
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,8,8.000,157284,340178,459317,1124045,3370628,3507454,3507454,3507454,3507454
23,31,31.000,482,990,269140,421555,391363,522184,3285272,3297582,3297582
24,17,17.000,88092,191281,248049,711673,331602,3296063,4551088,4551088,4551088
25,11,11.000,118957,164244,283924,582042,566423,605279,3258244,3258244,3258244
26,17,17.000,594,185776,287484,644518,516408,3329759,3336186,3336186,3336186
27,23,23.000,827,1397,251281,424854,451913,607752,660292,4164207,4164207
28,17,17.000,880,195162,392990,508656,437775,664776,3334211,3334211,3334211
29,25,25.000,551,806,207998,270131,507134,609307,621757,630731,630731
30,25,25.000,525,993,317305,472545,1115531,1191469,1249948,1255726,1255726
31,17,17.000,524,215899,291788,295836,313274,623544,624091,624091,624091
32,31,31.000,404,147943,549596,1039257,3067923,3122296,3168165,3181136,3181136
33,2,2.000,2351782,2351782,2504320,2428051,2504320,2504320,2504320,2504320,2504320
34,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,19,19.000,668,868,243657,191617,256310,634669,701695,701695,701695
36,23,23.000,353,152577,632420,741701,949250,1038641,1295040,4323668,4323668
37,13,13.000,146185,173101,320753,832672,419290,2766281,2780102,2780102,2780102
38,11,11.000,395,553,2628400,1574463,2782800,2842000,2949055,2949055,2949055
39,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,14.000,1376,294645,374971,343019,461918,505193,585287,585287,585287
41,33,33.000,502,190915,267653,464901,352551,647536,3246650,4035977,4035977
42,30,30.000,620,204495,295576,364063,333230,431524,743237,3257063,3257063
43,27,27.000,367,781,209256,270243,467551,648701,666391,746327,746327
44,20,20.000,898,230021,288446,300289,373713,588737,756000,756000,756000
45,27,27.000,766,232587,303599,440970,495392,513925,656992,3823434,3823434
46,19,19.000,444,151676,584536,681996,973866,1031248,3967360,3967360,3967360
47,36,36.000,429,972,221889,244512,361671,607706,639174,719387,719387
48,25,25.000,454,48501,262774,407292,433197,600778,646181,3780238,3780238
49,17,17.000,589,198978,608873,1464099,1950513,4177010,4528848,4528848,4528848
50,4,4.000,233459,632279,641325,1053953,2708749,2708749,2708749,2708749,2708749
51,6,6.000,585,665492,2538008,1727941,2570937,2600188,2600188,2600188,2600188
52,1,1.000,1485732,1485732,1485732,1485732,1485732,1485732,1485732,1485732,1485732
53,21,21.000,365,1510,296394,1356741,2740800,2857351,2857758,2890888,2890888
54,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,20,20.000,670,104170,295436,1155353,3124005,3484200,3484754,3484754,3484754
57,2,2.000,188350,188350,2469733,1329041,2469733,2469733,2469733,2469733,2469733
